GeoName,Year,variable,value,pop_i,pop_j,euc_dist,per_cap_per_inc,Tot_emp,per_cap_per_inc_j,Tot_emp_j,Dest_fact,Orig_fact
Arkansas,6,North Dakota,39,2991815,756114,14.8962634406252,40360,1629497,51717,576908,3,33
Arkansas,6,Ohio,192,2991815,11640060,11.0532255610523,40360,1629497,45204,6931860,3,34
Arkansas,6,Oklahoma,5773,2991815,3928143,5.11492932346503,40360,1629497,41868,2286701,3,35
Arkansas,6,Oregon,389,2991815,4093271,29.5326717360519,40360,1629497,46548,2450362,3,36
Arkansas,6,Pennsylvania,1146,2991815,12788468,15.8117007949074,40360,1629497,51793,7593966,3,37
Arkansas,6,Rhode Island,0,2991815,1057816,21.9295722269521,40360,1629497,50604,632521,3,38
Arkansas,6,South Carolina,70,2991815,4963031,11.5856308870267,40360,1629497,40527,2700035,3,39
Arkansas,6,South Dakota,0,2991815,863693,12.314487493826,40360,1629497,48685,597414,3,40
Arkansas,6,Tennessee,2635,2991815,6651277,6.16842980089812,40360,1629497,43591,3951095,3,41
Arkansas,6,Texas,13487,2991815,27914064,7.70982543555441,40360,1629497,45803,16685139,3,42
Arkansas,6,Utah,619,2991815,3044241,19.7410703591103,40360,1629497,42342,1933422,3,43
Arkansas,6,Vermont,0,2991815,624366,21.8014510130296,40360,1629497,50363,433924,3,44
Arkansas,6,Virginia,1333,2991815,8417651,13.8055595515652,40360,1629497,53744,5142712,3,45
Arkansas,6,Washington,2257,2991815,7299961,30.645452789761,40360,1629497,55762,4310119,3,46
Arkansas,6,West Virginia,75,2991815,1832435,12.4037130571263,40360,1629497,37070,890105,3,47
Arkansas,6,Wisconsin,539,2991815,5775170,10.0321601852388,40360,1629497,47577,3658030,3,48
Arkansas,6,Wyoming,178,2991815,585243,17.1459217226619,40360,1629497,54073,398271,3,49
Arkansas,7,Alabama,574,3003855,4877989,5.99456062204918,41622,1640411,41000,2649260,3,1
Arkansas,7,Arizona,1060,3003855,7048088,19.2347147445813,41622,1640411,42566,3740960,3,2
Arkansas,7,California,5334,3003855,39337785,27.273719706604,41622,1640411,60581,23538609,3,4
Arkansas,7,Colorado,2547,3003855,5617421,13.7344234682649,41622,1640411,55550,3759409,3,5
Arkansas,7,Connecticut,0,3003855,3575324,20.8279390863298,41622,1640411,71699,2300325,3,6
Arkansas,7,Delaware,0,3003855,957942,17.4249478321962,41622,1640411,50738,584834,3,7
Arkansas,7,District of Columbia,0,3003855,697079,15.934487909092,41622,1640411,78974,902759,3,8
Arkansas,7,Florida,1525,3003855,20977089,11.7400792618695,41622,1640411,48473,12085322,3,9
Arkansas,7,Georgia,1805,3003855,10417031,9.27023983548087,41622,1640411,44865,6124558,3,10
Arkansas,7,Idaho,582,3003855,1719745,24.1615923785297,41622,1640411,42218,1007546,3,11
Arkansas,7,Illinois,2252,3003855,12779893,6.09779662218838,41622,1640411,54247,7817318,3,12
Arkansas,7,Indiana,1810,3003855,6662068,7.94187741148086,41622,1640411,45217,3901788,3,13
Arkansas,7,Iowa,176,3003855,3143734,7.25287507891566,41622,1640411,47629,2062038,3,14
Arkansas,7,Kansas,2021,3003855,2910892,6.93878719257095,41622,1640411,48846,1913506,3,15
Arkansas,7,Kentucky,1222,3003855,4455590,7.61901511372904,41622,1640411,40874,2519631,3,16
Arkansas,7,Louisiana,2867,3003855,4673673,3.86217270575946,41622,1640411,43903,2695724,3,17
Arkansas,7,Maine,0,3003855,1335743,25.4652529567043,41622,1640411,46525,834691,3,18
Arkansas,7,Maryland,1425,3003855,6028186,16.2023267752331,41622,1640411,60714,3692575,3,19
Arkansas,7,Massachusetts,97,3003855,6863560,21.8905269715949,41622,1640411,68405,4778377,3,20
Arkansas,7,Michigan,961,3003855,9976752,11.6094646403615,41622,1640411,45931,5630538,3,21
Arkansas,7,Minnesota,808,3003855,5569283,11.5688320837652,41622,1640411,54930,3735455,3,22
Arkansas,7,Mississippi,4171,3003855,2990674,3.50845692672031,41622,1640411,36510,1589961,3,23
Arkansas,7,Missouri,6759,3003855,6111382,3.46807693792119,41622,1640411,45307,3735898,3,24
Arkansas,7,Montana,118,3003855,1053862,21.0539598310982,41622,1640411,46138,674336,3,25
Arkansas,7,Nebraska,475,3003855,1916998,9.9127218674024,41622,1640411,50617,1317550,3,26
Arkansas,7,Nevada,439,3003855,2972097,24.6226047440536,41622,1640411,47615,1779792,3,27
Arkansas,7,New Hampshire,78,3003855,1350395,22.6362684343066,41622,1640411,58689,882286,3,28
Arkansas,7,New Jersey,359,3003855,8888147,18.5473072475645,41622,1640411,64964,5448478,3,29
Arkansas,7,New Mexico,414,3003855,2092844,13.677485811128,41622,1640411,39727,1095372,3,30
Arkansas,7,New York,283,3003855,19593849,18.7472061933548,41622,1640411,65799,12389041,3,31
Arkansas,7,North Carolina,1749,3003855,10275758,13.0750067394606,41622,1640411,44376,5922721,3,32
Arkansas,7,North Dakota,88,3003855,756755,14.8962634406252,41622,1640411,52610,573075,3,33
Arkansas,7,Ohio,39,3003855,11665706,11.0532255610523,41622,1640411,46804,6988155,3,34
Arkansas,7,Oklahoma,7854,3003855,3933602,5.11492932346503,41622,1640411,43769,2290660,3,35
Arkansas,7,Oregon,749,3003855,4147294,29.5326717360519,41622,1640411,48719,2516074,3,36
Arkansas,7,Pennsylvania,2639,3003855,12794679,15.8117007949074,41622,1640411,53277,7663502,3,37
Arkansas,7,Rhode Island,0,3003855,1056554,21.9295722269521,41622,1640411,52600,637946,3,38
Arkansas,7,South Carolina,487,3003855,5027102,11.5856308870267,41622,1640411,42178,2760166,3,39
Arkansas,7,South Dakota,0,3003855,873732,12.314487493826,41622,1640411,49738,601300,3,40
Arkansas,7,Tennessee,5383,3003855,6714748,6.16842980089812,41622,1640411,45193,4032836,3,41
Arkansas,7,Texas,15767,3003855,28291024,7.70982543555441,41622,1640411,48402,17102707,3,42
Arkansas,7,Utah,657,3003855,3103540,19.7410703591103,41622,1640411,44142,1993340,3,43
Arkansas,7,Vermont,0,3003855,625132,21.8014510130296,41622,1640411,51632,436223,3,44
Arkansas,7,Virginia,1087,3003855,8471011,13.8055595515652,41622,1640411,55582,5218115,3,45
Arkansas,7,Washington,1539,3003855,7427951,30.645452789761,41622,1640411,58400,4429973,3,46
Arkansas,7,West Virginia,0,3003855,1818683,12.4037130571263,41622,1640411,38891,888888,3,47
Arkansas,7,Wisconsin,958,3003855,5793147,10.0321601852388,41622,1640411,49239,3679343,3,48
Arkansas,7,Wyoming,12,3003855,579994,17.1459217226619,41622,1640411,56421,398915,3,49
Arkansas,8,Alabama,438,3012161,4891628,5.99456062204918,43290,1657511,42676,2691497,3,1
Arkansas,8,Arizona,602,3012161,7164228,19.2347147445813,43290,1657511,44558,3853621,3,2
Arkansas,8,California,3728,3012161,39437463,27.273719706604,43290,1657511,63759,24086110,3,4
Arkansas,8,Colorado,3255,3012161,5697155,13.7344234682649,43290,1657511,58836,3855474,3,5
Arkansas,8,Connecticut,159,3012161,3574561,20.8279390863298,43290,1657511,74791,2316626,3,6
Arkansas,8,Delaware,126,3012161,966985,17.4249478321962,43290,1657511,52848,597228,3,7
Arkansas,8,District of Columbia,0,3012161,704147,15.934487909092,43290,1657511,80943,914060,3,8
Arkansas,8,Florida,3966,3012161,21254926,11.7400792618695,43290,1657511,50939,12547585,3,9
Arkansas,8,Georgia,929,3012161,10519389,9.27023983548087,43290,1657511,46921,6284607,3,10
Arkansas,8,Idaho,0,3012161,1752074,24.1615923785297,43290,1657511,44514,1040434,3,11
Arkansas,8,Illinois,3359,3012161,12724685,6.09779662218838,43290,1657511,57138,7880969,3,12
Arkansas,8,Indiana,1241,3012161,6698481,7.94187741148086,43290,1657511,47300,3960510,3,13
Arkansas,8,Iowa,119,3012161,3149900,7.25287507891566,43290,1657511,50154,2075928,3,14
Arkansas,8,Kansas,1072,3012161,2912748,6.93878719257095,43290,1657511,51236,1926040,3,15
Arkansas,8,Kentucky,831,3012161,4464273,7.61901511372904,43290,1657511,42309,2544758,3,16
Arkansas,8,Louisiana,2311,3012161,4664450,3.86217270575946,43290,1657511,46159,2727693,3,17
Arkansas,8,Maine,27,3012161,1340123,25.4652529567043,43290,1657511,48753,844922,3,18
Arkansas,8,Maryland,470,3012161,6042153,16.2023267752331,43290,1657511,62642,3751324,3,19
Arkansas,8,Massachusetts,139,3012161,6885720,21.8905269715949,43290,1657511,71768,4854274,3,20
Arkansas,8,Michigan,584,3012161,9987286,11.6094646403615,43290,1657511,47762,5713384,3,21
Arkansas,8,Minnesota,196,3012161,5608762,11.5688320837652,43290,1657511,57346,3776390,3,22
Arkansas,8,Mississippi,2568,3012161,2982879,3.50845692672031,43290,1657511,37828,1601728,3,23
Arkansas,8,Missouri,9400,3012161,6125986,3.46807693792119,43290,1657511,47076,3776360,3,24
Arkansas,8,Montana,76,3012161,1061818,21.0539598310982,43290,1657511,48141,683974,3,25
Arkansas,8,Nebraska,76,3012161,1925512,9.9127218674024,43290,1657511,52893,1329836,3,26
Arkansas,8,Nevada,84,3012161,3030725,24.6226047440536,43290,1657511,49944,1847969,3,27
Arkansas,8,New Hampshire,156,3012161,1355064,22.6362684343066,43290,1657511,61399,892389,3,28
Arkansas,8,New Jersey,277,3012161,8891730,18.5473072475645,43290,1657511,67801,5549186,3,29
Arkansas,8,New Mexico,214,3012161,2093754,13.677485811128,43290,1657511,41650,1110785,3,30
Arkansas,8,New York,139,3012161,19544098,18.7472061933548,43290,1657511,68609,12651360,3,31
Arkansas,8,North Carolina,638,3012161,10391358,13.0750067394606,43290,1657511,46172,6056769,3,32
Arkansas,8,North Dakota,225,3012161,760062,14.8962634406252,43290,1657511,55643,578315,3,33
Arkansas,8,Ohio,857,3012161,11680892,11.0532255610523,43290,1657511,48728,7065741,3,34
Arkansas,8,Oklahoma,8490,3012161,3943488,5.11492932346503,43290,1657511,45806,2310659,3,35
Arkansas,8,Oregon,254,3012161,4183538,29.5326717360519,43290,1657511,51479,2570026,3,36
Arkansas,8,Pennsylvania,860,3012161,12809107,15.8117007949074,43290,1657511,55996,7765629,3,37
Arkansas,8,Rhode Island,0,3012161,1059338,21.9295722269521,43290,1657511,54377,648015,3,38
Arkansas,8,South Carolina,121,3012161,5091702,11.5856308870267,43290,1657511,43847,2846388,3,39
Arkansas,8,South Dakota,146,3012161,879386,12.314487493826,43290,1657511,52592,609555,3,40
Arkansas,8,Tennessee,5492,3012161,6778180,6.16842980089812,43290,1657511,47165,4118341,3,41
Arkansas,8,Texas,15531,3012161,28624564,7.70982543555441,43290,1657511,51144,17605335,3,42
Arkansas,8,Utah,712,3012161,3155153,19.7410703591103,43290,1657511,46984,2068131,3,43
Arkansas,8,Vermont,0,3012161,624802,21.8014510130296,43290,1657511,53493,437913,3,44
Arkansas,8,Virginia,900,3012161,8510920,13.8055595515652,43290,1657511,57898,5311110,3,45
Arkansas,8,Washington,1328,3012161,7526793,30.645452789761,43290,1657511,62185,4542520,3,46
Arkansas,8,West Virginia,72,3012161,1805953,12.4037130571263,43290,1657511,41154,897415,3,47
Arkansas,8,Wisconsin,130,3012161,5809319,10.0321601852388,43290,1657511,51611,3720997,3,48
Arkansas,8,Wyoming,0,3012161,579054,17.1459217226619,43290,1657511,60537,404465,3,49
Arkansas,9,Alabama,636,3020985,4907965,5.99456062204918,44582,1673743,44102,2735740,3,1
Arkansas,9,Arizona,692,3020985,7291843,19.2347147445813,44582,1673743,45975,3969347,3,2
Arkansas,9,California,4967,3020985,39437610,27.273719706604,44582,1673743,66745,24602061,3,4
Arkansas,9,Colorado,1585,3020985,5758486,13.7344234682649,44582,1673743,61159,3949744,3,5
Arkansas,9,Connecticut,87,3020985,3566022,20.8279390863298,44582,1673743,77273,2331726,3,6
Arkansas,9,Delaware,0,3020985,976668,17.4249478321962,44582,1673743,54323,606694,3,7
Arkansas,9,District of Columbia,295,3020985,708253,15.934487909092,44582,1673743,83111,923009,3,8
Arkansas,9,Florida,2118,3020985,21492056,11.7400792618695,44582,1673743,52391,12857048,3,9
Arkansas,9,Georgia,1352,3020985,10628020,9.27023983548087,44582,1673743,48188,6418752,3,10
Arkansas,9,Idaho,157,3020985,1789060,24.1615923785297,44582,1673743,45917,1071664,3,11
Arkansas,9,Illinois,1308,3020985,12667017,6.09779662218838,44582,1673743,58786,7962884,3,12
Arkansas,9,Indiana,438,3020985,6731010,7.94187741148086,44582,1673743,48687,4006907,3,13
Arkansas,9,Iowa,674,3020985,3159596,7.25287507891566,44582,1673743,51791,2093635,3,14
Arkansas,9,Kansas,1139,3020985,2912635,6.93878719257095,44582,1673743,53439,1945791,3,15
Arkansas,9,Kentucky,265,3020985,4472345,7.61901511372904,44582,1673743,43724,2572457,3,16
Arkansas,9,Louisiana,4089,3020985,4658285,3.86217270575946,44582,1673743,47363,2745180,3,17
Arkansas,9,Maine,39,3020985,1345770,25.4652529567043,44582,1673743,50575,856302,3,18
Arkansas,9,Maryland,535,3020985,6054954,16.2023267752331,44582,1673743,64541,3803930,3,19
Arkansas,9,Massachusetts,97,3020985,6894883,21.8905269715949,44582,1673743,74161,4936751,3,20
Arkansas,9,Michigan,820,3020985,9984795,11.6094646403615,44582,1673743,49238,5772831,3,21
Arkansas,9,Minnesota,1142,3020985,5640053,11.5688320837652,44582,1673743,58830,3819497,3,22
Arkansas,9,Mississippi,1867,3020985,2978227,3.50845692672031,44582,1673743,38887,1617430,3,23
Arkansas,9,Missouri,4368,3020985,6140475,3.46807693792119,44582,1673743,48631,3821914,3,24
Arkansas,9,Montana,74,3020985,1070123,21.0539598310982,44582,1673743,49684,695247,3,25
Arkansas,9,Nebraska,380,3020985,1932571,9.9127218674024,44582,1673743,54567,1342465,3,26
Arkansas,9,Nevada,962,3020985,3090771,24.6226047440536,44582,1673743,50985,1902080,3,27
Arkansas,9,New Hampshire,0,3020985,1360783,22.6362684343066,44582,1673743,63452,904939,3,28
Arkansas,9,New Jersey,420,3020985,8891258,18.5473072475645,44582,1673743,70399,5635957,3,29
Arkansas,9,New Mexico,0,3020985,2099634,13.677485811128,44582,1673743,43268,1130618,3,30
Arkansas,9,New York,642,3020985,19463131,18.7472061933548,44582,1673743,71682,12873579,3,31
Arkansas,9,North Carolina,369,3020985,10501384,13.0750067394606,44582,1673743,47706,6188601,3,32
Arkansas,9,North Dakota,39,3020985,763724,14.8962634406252,44582,1673743,57108,586904,3,33
Arkansas,9,Ohio,569,3020985,11696507,11.0532255610523,44582,1673743,50167,7142330,3,34
Arkansas,9,Oklahoma,5826,3020985,3960676,5.11492932346503,44582,1673743,47297,2336794,3,35
Arkansas,9,Oregon,501,3020985,4216116,29.5326717360519,44582,1673743,53212,2619624,3,36
Arkansas,9,Pennsylvania,533,3020985,12798883,15.8117007949074,44582,1673743,58046,7873779,3,37
Arkansas,9,Rhode Island,0,3020985,1058158,21.9295722269521,44582,1673743,56426,656527,3,38
Arkansas,9,South Carolina,443,3020985,5157702,11.5856308870267,44582,1673743,45359,2901536,3,39
Arkansas,9,South Dakota,0,3020985,887127,12.314487493826,44582,1673743,53812,617232,3,40
Arkansas,9,Tennessee,3237,3020985,6830325,6.16842980089812,44582,1673743,48676,4205777,3,41
Arkansas,9,Texas,12851,3020985,28986794,7.70982543555441,44582,1673743,52829,18024338,3,42
Arkansas,9,Utah,710,3020985,3203383,19.7410703591103,44582,1673743,48978,2127017,3,43
Arkansas,9,Vermont,0,3020985,624046,21.8014510130296,44582,1673743,55288,441120,3,44
Arkansas,9,Virginia,671,3020985,8556642,13.8055595515652,44582,1673743,59509,5407314,3,45
Arkansas,9,Washington,571,3020985,7614024,30.645452789761,44582,1673743,64766,4647252,3,46
Arkansas,9,West Virginia,133,3020985,1795263,12.4037130571263,44582,1673743,42242,895190,3,47
Arkansas,9,Wisconsin,797,3020985,5824581,10.0321601852388,44582,1673743,53207,3753460,3,48
Arkansas,9,Wyoming,1109,3020985,580116,17.1459217226619,44582,1673743,62044,412765,3,49
California,1,Alabama,2087,37636311,4799642,33.0855664512805,46177,19986021,34991,2497933,4,1
California,1,Arizona,35650,37636311,6473416,8.48040364065043,46177,19986021,34968,3239045,4,2
California,1,Arkansas,2648,37636311,2941038,27.273719706604,46177,19986021,33856,1561948,4,3
California,1,Colorado,21245,37636311,5121900,14.1711981562271,46177,19986021,43568,3204078,4,5
California,1,Connecticut,3073,37636311,3588632,47.0886433530947,46177,19986021,63793,2206269,4,6
California,1,Delaware,1302,37636311,907590,44.1448609595074,46177,19986021,43881,530400,4,7
California,1,District of Columbia,3240,37636311,620290,42.6268859151884,46177,19986021,67366,826761,4,8
California,1,Florida,22094,37636311,19055607,38.09421367981,46177,19986021,40126,10036634,4,9
California,1,Georgia,13303,37636311,9803630,36.4568067460355,46177,19986021,36572,5325616,4,10
California,1,Idaho,4796,37636311,1584272,8.68520977487661,46177,19986021,33506,878541,4,11
California,1,Illinois,20834,37636311,12867783,30.5424386398288,46177,19986021,44139,7376100,4,12
California,1,Indiana,4673,37636311,6517250,33.4410446976462,46177,19986021,37646,3590196,4,13
California,1,Iowa,3324,37636311,3066772,26.5524362083194,46177,19986021,40942,1975960,4,14
California,1,Kansas,2810,37636311,2869677,21.2666443879841,46177,19986021,42709,1819044,4,15
California,1,Kentucky,1201,37636311,4370817,34.3246295580296,46177,19986021,34616,2368202,4,16
California,1,Louisiana,3600,37636311,4576244,28.3063745884107,46177,19986021,38701,2564944,4,17
California,1,Maine,1658,37636311,1328473,51.0318956929521,46177,19986021,39462,794389,4,18
California,1,Maryland,7793,37636311,5840241,42.8736216462575,46177,19986021,52426,3394831,4,19
California,1,Massachusetts,10244,37636311,6614218,48.046354468719,46177,19986021,55296,4175311,4,20
California,1,Michigan,12069,37636311,9883053,35.539206470249,46177,19986021,37506,5165348,4,21
California,1,Minnesota,5687,37636311,5346620,26.876140590236,46177,19986021,45345,3469201,4,22
California,1,Mississippi,2092,37636311,2979147,30.2823496925929,46177,19986021,32155,1509941,4,23
California,1,Missouri,7677,37636311,6011182,27.1566446552363,46177,19986021,38334,3506571,4,24
California,1,Montana,2599,37636311,997518,13.9629556318362,46177,19986021,38172,623175,4,25
California,1,Nebraska,1955,37636311,1840914,20.2562863018695,46177,19986021,45420,1232457,4,26
California,1,Nevada,36159,37636311,2713114,3.6274039107614,46177,19986021,38546,1501839,4,27
California,1,New Hampshire,1222,37636311,1320444,48.4623000353914,46177,19986021,48915,818789,4,28
California,1,New Jersey,8053,37636311,8828552,45.0458544466622,46177,19986021,53691,5018505,4,29
California,1,New Mexico,5904,37636311,2080707,13.7966973308878,46177,19986021,34998,1064267,4,30
California,1,New York,25629,37636311,19499921,44.4713107332392,46177,19986021,51494,11294064,4,31
California,1,North Carolina,8708,37636311,9658913,40.2675400676801,46177,19986021,36759,5292814,4,32
California,1,North Dakota,1392,37636311,685526,21.6863862351022,46177,19986021,47966,529779,4,33
California,1,Ohio,10474,37636311,11545735,36.9461925195497,46177,19986021,39063,6521658,4,34
California,1,Oklahoma,5113,37636311,3788824,22.1659369988978,46177,19986021,39033,2158874,4,35
California,1,Oregon,18165,37636311,3872672,6.7491687138268,46177,19986021,37812,2201553,4,36
California,1,Pennsylvania,8550,37636311,12747052,41.968029231763,46177,19986021,44201,7217098,4,37
California,1,Rhode Island,1103,37636311,1053829,48.2270711524096,46177,19986021,44663,591692,4,38
California,1,South Carolina,5758,37636311,4672655,38.859348519028,46177,19986021,34068,2427409,4,39
California,1,South Dakota,1004,37636311,823740,20.6687545310628,46177,19986021,44604,566480,4,40
California,1,Tennessee,8761,37636311,6400298,33.2977242599855,46177,19986021,37610,3589041,4,41
California,1,Texas,37087,37636311,25645504,21.0626935461848,46177,19986021,41245,14681432,4,42
California,1,Utah,8944,37636311,2814797,8.19860554394238,46177,19986021,34193,1664426,4,43
California,1,Vermont,745,37636311,627197,47.4415169026095,46177,19986021,43774,416949,4,44
California,1,Virginia,15753,37636311,8102437,40.7287396360202,46177,19986021,47764,4802678,4,45
California,1,Washington,36481,37636311,6827479,10.1540513822124,46177,19986021,44670,3814305,4,46
California,1,West Virginia,832,37636311,1856606,39.0221908006691,46177,19986021,34121,909035,4,47
California,1,Wisconsin,5668,37636311,5705840,30.5048068225703,46177,19986021,41170,3474418,4,48
California,1,Wyoming,2047,37636311,567491,13.3586394684231,46177,19986021,49968,390303,4,49
California,2,Alabama,2509,37944551,4816632,33.0855664512805,48819,20666908,35877,2503678,4,1
California,2,Arizona,38916,37944551,6556344,8.48040364065043,48819,20666908,36125,3295537,4,2
California,2,Arkansas,3472,37944551,2952876,27.273719706604,48819,20666908,36231,1565142,4,3
California,2,Colorado,15150,37944551,5193660,14.1711981562271,48819,20666908,45660,3262925,4,5
California,2,Connecticut,6764,37944551,3595211,47.0886433530947,48819,20666908,64902,2223221,4,6
California,2,Delaware,474,37944551,915518,44.1448609595074,48819,20666908,44061,534261,4,7
California,2,District of Columbia,3199,37944551,635737,42.6268859151884,48819,20666908,68310,834413,4,8
California,2,Florida,21004,37944551,19302016,38.09421367981,48819,20666908,41106,10249024,4,9
California,2,Georgia,10790,37944551,9903580,36.4568067460355,48819,20666908,37246,5384572,4,10
California,2,Idaho,5331,37944551,1595910,8.68520977487661,48819,20666908,35177,883148,4,11
California,2,Illinois,21251,37944551,12883029,30.5424386398288,48819,20666908,46048,7434661,4,12
California,2,Indiana,5891,37944551,6538989,33.4410446976462,48819,20666908,39326,3642334,4,13
California,2,Iowa,2284,37944551,3076844,26.5524362083194,48819,20666908,42896,1993430,4,14
California,2,Kansas,2790,37944551,2886024,21.2666443879841,48819,20666908,45108,1841393,4,15
California,2,Kentucky,3763,37944551,4387865,34.3246295580296,48819,20666908,35741,2389363,4,16
California,2,Louisiana,5180,37944551,4602067,28.3063745884107,48819,20666908,40545,2601174,4,17
California,2,Maine,1256,37944551,1328094,51.0318956929521,48819,20666908,40276,796903,4,18
California,2,Maryland,7902,37944551,5888375,42.8736216462575,48819,20666908,53534,3438880,4,19
California,2,Massachusetts,14356,37944551,6664269,48.046354468719,48819,20666908,57322,4253327,4,20
California,2,Michigan,8921,37944551,9898289,35.539206470249,48819,20666908,39054,5234473,4,21
California,2,Minnesota,8539,37944551,5377500,26.876140590236,48819,20666908,47851,3505578,4,22
California,2,Mississippi,2556,37944551,2984599,30.2823496925929,48819,20666908,33300,1519719,4,23
California,2,Missouri,6729,37944551,6026027,27.1566446552363,48819,20666908,40120,3528129,4,24
California,2,Montana,3060,37944551,1004168,13.9629556318362,48819,20666908,40303,633135,4,25
California,2,Nebraska,3302,37944551,1853691,20.2562863018695,48819,20666908,46552,1251258,4,26
California,2,Nevada,27968,37944551,2744670,3.6274039107614,48819,20666908,39650,1519198,4,27
California,2,New Hampshire,1327,37944551,1324677,48.4623000353914,48819,20666908,50978,824361,4,28
California,2,New Jersey,12057,37944551,8845671,45.0458544466622,48819,20666908,55582,5053839,4,29
California,2,New Mexico,5921,37944551,2087715,13.7966973308878,48819,20666908,35723,1067211,4,30
California,2,New York,31261,37944551,19574362,44.4713107332392,48819,20666908,53982,11432840,4,31
California,2,North Carolina,11195,37944551,9751810,40.2675400676801,48819,20666908,38959,5356443,4,32
California,2,North Dakota,1827,37944551,702227,21.6863862351022,48819,20666908,55338,567388,4,33
California,2,Ohio,10653,37944551,11550971,36.9461925195497,48819,20666908,40625,6605931,4,34
California,2,Oklahoma,6671,37944551,3819320,22.1659369988978,48819,20666908,41461,2211773,4,35
California,2,Oregon,22724,37944551,3900102,6.7491687138268,48819,20666908,39591,2219899,4,36
California,2,Pennsylvania,10466,37944551,12769123,41.968029231763,48819,20666908,46011,7284519,4,37
California,2,Rhode Island,1648,37944551,1054893,48.2270711524096,48819,20666908,46270,592978,4,38
California,2,South Carolina,4110,37944551,4719027,38.859348519028,48819,20666908,35558,2453282,4,39
California,2,South Dakota,826,37944551,833859,20.6687545310628,48819,20666908,45163,574966,4,40
California,2,Tennessee,5802,37944551,6455752,33.2977242599855,48819,20666908,39285,3635195,4,41
California,2,Texas,43005,37944551,26084120,21.0626935461848,48819,20666908,43407,15095912,4,42
California,2,Utah,12172,37944551,2854146,8.19860554394238,48819,20666908,36130,1706060,4,43
California,2,Vermont,544,37944551,626361,47.4415169026095,48819,20666908,45334,421809,4,44
California,2,Virginia,15625,37944551,8187456,40.7287396360202,48819,20666908,49571,4856886,4,45
California,2,Washington,34569,37944551,6898599,10.1540513822124,48819,20666908,47728,3909210,4,46
California,2,West Virginia,1413,37944551,1857446,39.0221908006691,48819,20666908,35105,918927,4,47
California,2,Wisconsin,5681,37944551,5720825,30.5048068225703,48819,20666908,43027,3499405,4,48
California,2,Wyoming,1886,37944551,576656,13.3586394684231,48819,20666908,53491,396704,4,49
California,3,Alabama,2958,38253768,4831586,33.0855664512805,49312,21319995,36099,2523338,4,1
California,3,Arizona,36567,38253768,6634690,8.48040364065043,49312,21319995,36604,3371219,4,2
California,3,Arkansas,3687,38253768,2960459,27.273719706604,49312,21319995,36224,1569249,4,3
California,3,Colorado,16151,38253768,5270774,14.1711981562271,49312,21319995,47295,3356175,4,5
California,3,Connecticut,5145,38253768,3595792,47.0886433530947,49312,21319995,63539,2246561,4,6
California,3,Delaware,300,38253768,924062,44.1448609595074,49312,21319995,44315,544797,4,7
California,3,District of Columbia,3823,38253768,651559,42.6268859151884,49312,21319995,67821,848226,4,8
California,3,Florida,25950,38253768,19551678,38.09421367981,49312,21319995,40683,10539255,4,9
California,3,Georgia,11773,38253768,9975592,36.4568067460355,49312,21319995,37541,5496783,4,10
California,3,Idaho,6192,38253768,1612053,8.68520977487661,49312,21319995,36189,902866,4,11
California,3,Illinois,19961,38253768,12895778,30.5424386398288,49312,21319995,47122,7503158,4,12
California,3,Indiana,8799,38253768,6570575,33.4410446976462,49312,21319995,39635,3684125,4,13
California,3,Iowa,3563,38253768,3093935,26.5524362083194,49312,21319995,43460,2019480,4,14
California,3,Kansas,4680,38253768,2894306,21.2666443879841,49312,21319995,45945,1869054,4,15
California,3,Kentucky,3895,38253768,4406906,34.3246295580296,49312,21319995,35902,2407562,4,16
California,3,Louisiana,3764,38253768,4626040,28.3063745884107,49312,21319995,40898,2641657,4,17
California,3,Maine,1104,38253768,1328543,51.0318956929521,49312,21319995,40154,803641,4,18
California,3,Maryland,9781,38253768,5925197,42.8736216462575,49312,21319995,53039,3493921,4,19
California,3,Massachusetts,12947,38253768,6715158,48.046354468719,49312,21319995,57362,4353568,4,20
California,3,Michigan,9172,38253768,9914802,35.539206470249,49312,21319995,39355,5323762,4,21
California,3,Minnesota,7376,38253768,5414722,26.876140590236,49312,21319995,47932,3556487,4,22
California,3,Mississippi,2450,38253768,2989839,30.2823496925929,49312,21319995,33840,1532583,4,23
California,3,Missouri,7146,38253768,6042989,27.1566446552363,49312,21319995,40308,3565922,4,24
California,3,Montana,3147,38253768,1014158,13.9629556318362,49312,21319995,40152,641917,4,25
California,3,Nebraska,1262,38253768,1865813,20.2562863018695,49312,21319995,46582,1266477,4,26
California,3,Nevada,29897,38253768,2776956,3.6274039107614,49312,21319995,39271,1561388,4,27
California,3,New Hampshire,1198,38253768,1327272,48.4623000353914,49312,21319995,50721,835032,4,28
California,3,New Jersey,10498,38253768,8857821,45.0458544466622,49312,21319995,56048,5132846,4,29
California,3,New Mexico,6290,38253768,2092833,13.7966973308878,49312,21319995,35090,1075465,4,30
California,3,New York,30704,38253768,19626488,44.4713107332392,49312,21319995,54496,11619137,4,31
California,3,North Carolina,10858,38253768,9846717,40.2675400676801,49312,21319995,38188,5437125,4,32
California,3,North Dakota,710,38253768,723149,21.6863862351022,49312,21319995,53738,587398,4,33
California,3,Ohio,6742,38253768,11579692,36.9461925195497,49312,21319995,41087,6680769,4,34
California,3,Oklahoma,3717,38253768,3853891,22.1659369988978,49312,21319995,43090,2248291,4,35
