Destination,Year,Origin,Migration,Population: Destination,Population: Origin,Euclidean Distance,Per cap per inc: Destination,Total Employment: Destination,Per cap per inc: Origin,Total Employment: Origin
Michigan,2019,Massachusetts,2271,9984795,6894883,12.8516282527258,49238,5772831,74161,4936751
Michigan,2019,Minnesota,1747,9984795,5640053,10.0928351831589,49238,5772831,58830,3819497
Michigan,2019,Mississippi,1502,9984795,2978227,11.857514806397,49238,5772831,38887,1617430
Michigan,2019,Missouri,2800,9984795,6140475,9.37401605252093,49238,5772831,48631,3821914
Michigan,2019,Montana,75,9984795,1070123,25.2735876816322,49238,5772831,49684,695247
Michigan,2019,Nebraska,948,9984795,1932571,15.3140444811953,49238,5772831,54567,1342465
Michigan,2019,Nevada,1348,9984795,3090771,32.297773386281,49238,5772831,50985,1902080
Michigan,2019,New Hampshire,742,9984795,1360783,13.0461395957705,49238,5772831,63452,904939
Michigan,2019,New Jersey,1267,9984795,8891258,10.4933306283908,49238,5772831,70399,5635957
Michigan,2019,New Mexico,1061,9984795,2099634,23.3188938010459,49238,5772831,43268,1130618
Michigan,2019,New York,6078,9984795,19463131,9.13278088511004,49238,5772831,71682,12873579
Michigan,2019,North Carolina,2971,9984795,10501384,9.51504002251392,49238,5772831,47706,6188601
Michigan,2019,North Dakota,717,9984795,763724,16.3352288116017,49238,5772831,57108,586904
Michigan,2019,Ohio,12261,9984795,11696507,3.68035209265011,49238,5772831,50167,7142330
Michigan,2019,Oklahoma,780,9984795,3960676,15.1147192780503,49238,5772831,47297,2336794
Michigan,2019,Oregon,1110,9984795,4216116,35.9360279300064,49238,5772831,53212,2619624
Michigan,2019,Pennsylvania,5074,9984795,12798883,7.30448668513949,49238,5772831,58046,7873779
Michigan,2019,Rhode Island,99,9984795,1058158,13.1552054621781,49238,5772831,56426,656527
Michigan,2019,South Carolina,1241,9984795,5157702,10.274448566995,49238,5772831,45359,2901536
Michigan,2019,South Dakota,320,9984795,887127,15.6374071354602,49238,5772831,53812,617232
Michigan,2019,Tennessee,4489,9984795,6830325,7.83152536256907,49238,5772831,48676,4205777
Michigan,2019,Texas,8434,9984795,28986794,18.996902261976,49238,5772831,52829,18024338
Michigan,2019,Utah,428,9984795,3203383,27.3738678854937,49238,5772831,48978,2127017
Michigan,2019,Vermont,32,9984795,624046,11.9741728344863,49238,5772831,55288,441120
Michigan,2019,Virginia,3468,9984795,8556642,8.28109108367414,49238,5772831,59509,5407314
Michigan,2019,Washington,1726,9984795,7614024,36.0193433228798,49238,5772831,64766,4647252
Michigan,2019,West Virginia,767,9984795,1795263,6.2847034298353,49238,5772831,42242,895190
Michigan,2019,Wisconsin,4361,9984795,5824581,5.51195179593355,49238,5772831,53207,3753460
Michigan,2019,Wyoming,139,9984795,580116,22.9342889791092,49238,5772831,62044,412765
Minnesota,2011,Alabama,123,5346620,4799642,15.4570772246487,45345,3469201,34991,2497933
Minnesota,2011,Arizona,2314,5346620,6473416,21.1131987822432,45345,3469201,34968,3239045
Minnesota,2011,Arkansas,951,5346620,2941038,11.5688320837652,45345,3469201,33856,1561948
Minnesota,2011,California,6638,5346620,37636311,26.876140590236,45345,3469201,46177,19986021
Minnesota,2011,Colorado,2662,5346620,5121900,13.411196290175,45345,3469201,43568,3204078
Minnesota,2011,Connecticut,74,5346620,3588632,22.0885849466215,45345,3469201,63793,2206269
Minnesota,2011,Delaware,86,5346620,907590,20.1865403584413,45345,3469201,43881,530400
Minnesota,2011,District of Columbia,367,5346620,620290,18.8142345742122,45345,3469201,67366,826761
Minnesota,2011,Florida,2820,5346620,19055607,21.2498481874374,45345,3469201,40126,10036634
Minnesota,2011,Georgia,840,5346620,9803630,17.4583238923825,45345,3469201,36572,5325616
Minnesota,2011,Idaho,402,5346620,1584272,20.44134336906,45345,3469201,33506,878541
Minnesota,2011,Illinois,8209,5346620,12867783,8.07465102014033,45345,3469201,44139,7376100
Minnesota,2011,Indiana,786,5346620,6517250,10.2763784383419,45345,3469201,37646,3590196
Minnesota,2011,Iowa,6175,5346620,3066772,4.31830848161232,45345,3469201,40942,1975960
Minnesota,2011,Kansas,606,5346620,2869677,8.82667501418622,45345,3469201,42709,1819044
Minnesota,2011,Kentucky,755,5346620,4370817,12.5950964997892,45345,3469201,34616,2368202
Minnesota,2011,Louisiana,573,5346620,4576244,15.4279767891262,45345,3469201,38701,2564944
Minnesota,2011,Maine,321,5346620,1328473,25.0962228214953,45345,3469201,39462,794389
Minnesota,2011,Maryland,424,5346620,5840241,18.9842841277016,45345,3469201,52426,3394831
Minnesota,2011,Massachusetts,970,5346620,6614218,22.8422549530852,45345,3469201,55296,4175311
Minnesota,2011,Michigan,5164,5346620,9883053,10.0928351831589,45345,3469201,37506,5165348
Minnesota,2011,Mississippi,549,5346620,2979147,14.3378159621515,45345,3469201,32155,1509941
Minnesota,2011,Missouri,1345,5346620,6011182,8.15717166960048,45345,3469201,38334,3506571
Minnesota,2011,Montana,1457,5346620,997518,15.3527658030004,45345,3469201,38172,623175
Minnesota,2011,Nebraska,1936,5346620,1840914,7.29424968957766,45345,3469201,45420,1232457
Minnesota,2011,Nevada,2682,5346620,2713114,23.4049707263338,45345,3469201,38546,1501839
Minnesota,2011,New Hampshire,21,5346620,1320444,22.8832467930324,45345,3469201,48915,818789
Minnesota,2011,New Jersey,631,5346620,8828552,20.5829769798559,45345,3469201,53691,5018505
Minnesota,2011,New Mexico,540,5346620,2080707,16.7545769141692,45345,3469201,34998,1064267
Minnesota,2011,New York,2416,5346620,19499921,19.1039120043177,45345,3469201,51494,11294064
Minnesota,2011,North Carolina,845,5346620,9658913,18.4108952917746,45345,3469201,36759,5292814
Minnesota,2011,North Dakota,7574,5346620,685526,6.26295412454852,45345,3469201,47966,529779
Minnesota,2011,Ohio,1961,5346620,11545735,12.9997537500849,45345,3469201,39063,6521658
Minnesota,2011,Oklahoma,546,5346620,3788824,11.1996223364771,45345,3469201,39033,2158874
Minnesota,2011,Oregon,1800,5346620,3872672,26.3538916701731,45345,3469201,37812,2201553
Minnesota,2011,Pennsylvania,870,5346620,12747052,17.3835217861708,45345,3469201,44201,7217098
Minnesota,2011,Rhode Island,0,5346620,1053829,23.1853371339012,45345,3469201,44663,591692
Minnesota,2011,South Carolina,447,5346620,4672655,18.2723151167388,45345,3469201,34068,2427409
Minnesota,2011,South Dakota,5305,5346620,823740,6.21275782341757,45345,3469201,44604,566480
Minnesota,2011,Tennessee,874,5346620,6400298,13.1585263258796,45345,3469201,37610,3589041
Minnesota,2011,Texas,3062,5346620,25645504,15.6629299611626,45345,3469201,41245,14681432
Minnesota,2011,Utah,919,5346620,2814797,18.7238525132752,45345,3469201,34193,1664426
Minnesota,2011,Vermont,177,5346620,627197,21.7621903919415,45345,3469201,43774,416949
Minnesota,2011,Virginia,1034,5346620,8102437,17.7611369411415,45345,3469201,47764,4802678
Minnesota,2011,Washington,1413,5346620,6827479,26.1429664754732,45345,3469201,44670,3814305
Minnesota,2011,West Virginia,92,5346620,1856606,15.6987943433523,45345,3469201,34121,909035
Minnesota,2011,Wisconsin,19255,5346620,5705840,4.61417922976272,45345,3469201,41170,3474418
Minnesota,2011,Wyoming,224,5346620,567491,13.6513334237631,45345,3469201,49968,390303
Minnesota,2012,Alabama,1299,5377500,4816632,15.4570772246487,47851,3505578,35877,2503678
Minnesota,2012,Arizona,3065,5377500,6556344,21.1131987822432,47851,3505578,36125,3295537
Minnesota,2012,Arkansas,375,5377500,2952876,11.5688320837652,47851,3505578,36231,1565142
Minnesota,2012,California,8086,5377500,37944551,26.876140590236,47851,3505578,48819,20666908
Minnesota,2012,Colorado,3565,5377500,5193660,13.411196290175,47851,3505578,45660,3262925
Minnesota,2012,Connecticut,696,5377500,3595211,22.0885849466215,47851,3505578,64902,2223221
Minnesota,2012,Delaware,0,5377500,915518,20.1865403584413,47851,3505578,44061,534261
Minnesota,2012,District of Columbia,310,5377500,635737,18.8142345742122,47851,3505578,68310,834413
Minnesota,2012,Florida,2372,5377500,19302016,21.2498481874374,47851,3505578,41106,10249024
Minnesota,2012,Georgia,2235,5377500,9903580,17.4583238923825,47851,3505578,37246,5384572
Minnesota,2012,Idaho,575,5377500,1595910,20.44134336906,47851,3505578,35177,883148
Minnesota,2012,Illinois,5896,5377500,12883029,8.07465102014033,47851,3505578,46048,7434661
Minnesota,2012,Indiana,2026,5377500,6538989,10.2763784383419,47851,3505578,39326,3642334
Minnesota,2012,Iowa,7220,5377500,3076844,4.31830848161232,47851,3505578,42896,1993430
Minnesota,2012,Kansas,924,5377500,2886024,8.82667501418622,47851,3505578,45108,1841393
Minnesota,2012,Kentucky,57,5377500,4387865,12.5950964997892,47851,3505578,35741,2389363
Minnesota,2012,Louisiana,791,5377500,4602067,15.4279767891262,47851,3505578,40545,2601174
Minnesota,2012,Maine,187,5377500,1328094,25.0962228214953,47851,3505578,40276,796903
Minnesota,2012,Maryland,1841,5377500,5888375,18.9842841277016,47851,3505578,53534,3438880
Minnesota,2012,Massachusetts,814,5377500,6664269,22.8422549530852,47851,3505578,57322,4253327
Minnesota,2012,Michigan,2212,5377500,9898289,10.0928351831589,47851,3505578,39054,5234473
Minnesota,2012,Mississippi,202,5377500,2984599,14.3378159621515,47851,3505578,33300,1519719
Minnesota,2012,Missouri,1709,5377500,6026027,8.15717166960048,47851,3505578,40120,3528129
Minnesota,2012,Montana,1257,5377500,1004168,15.3527658030004,47851,3505578,40303,633135
Minnesota,2012,Nebraska,992,5377500,1853691,7.29424968957766,47851,3505578,46552,1251258
Minnesota,2012,Nevada,932,5377500,2744670,23.4049707263338,47851,3505578,39650,1519198
Minnesota,2012,New Hampshire,0,5377500,1324677,22.8832467930324,47851,3505578,50978,824361
Minnesota,2012,New Jersey,1038,5377500,8845671,20.5829769798559,47851,3505578,55582,5053839
Minnesota,2012,New Mexico,322,5377500,2087715,16.7545769141692,47851,3505578,35723,1067211
Minnesota,2012,New York,1849,5377500,19574362,19.1039120043177,47851,3505578,53982,11432840
Minnesota,2012,North Carolina,1745,5377500,9751810,18.4108952917746,47851,3505578,38959,5356443
Minnesota,2012,North Dakota,6672,5377500,702227,6.26295412454852,47851,3505578,55338,567388
Minnesota,2012,Ohio,2635,5377500,11550971,12.9997537500849,47851,3505578,40625,6605931
Minnesota,2012,Oklahoma,1212,5377500,3819320,11.1996223364771,47851,3505578,41461,2211773
Minnesota,2012,Oregon,781,5377500,3900102,26.3538916701731,47851,3505578,39591,2219899
Minnesota,2012,Pennsylvania,1106,5377500,12769123,17.3835217861708,47851,3505578,46011,7284519
Minnesota,2012,Rhode Island,299,5377500,1054893,23.1853371339012,47851,3505578,46270,592978
Minnesota,2012,South Carolina,1705,5377500,4719027,18.2723151167388,47851,3505578,35558,2453282
Minnesota,2012,South Dakota,3442,5377500,833859,6.21275782341757,47851,3505578,45163,574966
Minnesota,2012,Tennessee,1738,5377500,6455752,13.1585263258796,47851,3505578,39285,3635195
Minnesota,2012,Texas,4001,5377500,26084120,15.6629299611626,47851,3505578,43407,15095912
Minnesota,2012,Utah,429,5377500,2854146,18.7238525132752,47851,3505578,36130,1706060
Minnesota,2012,Vermont,77,5377500,626361,21.7621903919415,47851,3505578,45334,421809
Minnesota,2012,Virginia,1037,5377500,8187456,17.7611369411415,47851,3505578,49571,4856886
Minnesota,2012,Washington,1685,5377500,6898599,26.1429664754732,47851,3505578,47728,3909210
Minnesota,2012,West Virginia,0,5377500,1857446,15.6987943433523,47851,3505578,35105,918927
Minnesota,2012,Wisconsin,17618,5377500,5720825,4.61417922976272,47851,3505578,43027,3499405
Minnesota,2012,Wyoming,213,5377500,576656,13.6513334237631,47851,3505578,53491,396704
Minnesota,2013,Alabama,493,5414722,4831586,15.4570772246487,47932,3556487,36099,2523338
Minnesota,2013,Arizona,3389,5414722,6634690,21.1131987822432,47932,3556487,36604,3371219
Minnesota,2013,Arkansas,952,5414722,2960459,11.5688320837652,47932,3556487,36224,1569249
Minnesota,2013,California,5557,5414722,38253768,26.876140590236,47932,3556487,49312,21319995
Minnesota,2013,Colorado,2467,5414722,5270774,13.411196290175,47932,3556487,47295,3356175
Minnesota,2013,Connecticut,425,5414722,3595792,22.0885849466215,47932,3556487,63539,2246561
Minnesota,2013,Delaware,203,5414722,924062,20.1865403584413,47932,3556487,44315,544797
Minnesota,2013,District of Columbia,187,5414722,651559,18.8142345742122,47932,3556487,67821,848226
Minnesota,2013,Florida,2734,5414722,19551678,21.2498481874374,47932,3556487,40683,10539255
Minnesota,2013,Georgia,2958,5414722,9975592,17.4583238923825,47932,3556487,37541,5496783
Minnesota,2013,Idaho,387,5414722,1612053,20.44134336906,47932,3556487,36189,902866
Minnesota,2013,Illinois,7601,5414722,12895778,8.07465102014033,47932,3556487,47122,7503158
Minnesota,2013,Indiana,796,5414722,6570575,10.2763784383419,47932,3556487,39635,3684125
Minnesota,2013,Iowa,8059,5414722,3093935,4.31830848161232,47932,3556487,43460,2019480
Minnesota,2013,Kansas,861,5414722,2894306,8.82667501418622,47932,3556487,45945,1869054
Minnesota,2013,Kentucky,166,5414722,4406906,12.5950964997892,47932,3556487,35902,2407562
Minnesota,2013,Louisiana,392,5414722,4626040,15.4279767891262,47932,3556487,40898,2641657
Minnesota,2013,Maine,109,5414722,1328543,25.0962228214953,47932,3556487,40154,803641
Minnesota,2013,Maryland,993,5414722,5925197,18.9842841277016,47932,3556487,53039,3493921
Minnesota,2013,Massachusetts,707,5414722,6715158,22.8422549530852,47932,3556487,57362,4353568
Minnesota,2013,Michigan,1678,5414722,9914802,10.0928351831589,47932,3556487,39355,5323762
Minnesota,2013,Mississippi,191,5414722,2989839,14.3378159621515,47932,3556487,33840,1532583
Minnesota,2013,Missouri,1355,5414722,6042989,8.15717166960048,47932,3556487,40308,3565922
Minnesota,2013,Montana,693,5414722,1014158,15.3527658030004,47932,3556487,40152,641917
Minnesota,2013,Nebraska,1092,5414722,1865813,7.29424968957766,47932,3556487,46582,1266477
Minnesota,2013,Nevada,1141,5414722,2776956,23.4049707263338,47932,3556487,39271,1561388
Minnesota,2013,New Hampshire,0,5414722,1327272,22.8832467930324,47932,3556487,50721,835032
Minnesota,2013,New Jersey,951,5414722,8857821,20.5829769798559,47932,3556487,56048,5132846
Minnesota,2013,New Mexico,811,5414722,2092833,16.7545769141692,47932,3556487,35090,1075465
Minnesota,2013,New York,2979,5414722,19626488,19.1039120043177,47932,3556487,54496,11619137
Minnesota,2013,North Carolina,1711,5414722,9846717,18.4108952917746,47932,3556487,38188,5437125
Minnesota,2013,North Dakota,10312,5414722,723149,6.26295412454852,47932,3556487,53738,587398
Minnesota,2013,Ohio,2164,5414722,11579692,12.9997537500849,47932,3556487,41087,6680769
Minnesota,2013,Oklahoma,642,5414722,3853891,11.1996223364771,47932,3556487,43090,2248291
Minnesota,2013,Oregon,1687,5414722,3924110,26.3538916701731,47932,3556487,40003,2259714
Minnesota,2013,Pennsylvania,1148,5414722,12779538,17.3835217861708,47932,3556487,46400,7350854
Minnesota,2013,Rhode Island,156,5414722,1055560,23.1853371339012,47932,3556487,46205,602429
Minnesota,2013,South Carolina,786,5414722,4766469,18.2723151167388,47932,3556487,35713,2500792
Minnesota,2013,South Dakota,2757,5414722,842751,6.21275782341757,47932,3556487,45219,581384
Minnesota,2013,Tennessee,631,5414722,6496943,13.1585263258796,47932,3556487,39406,3688630
Minnesota,2013,Texas,6343,5414722,26479646,15.6629299611626,47932,3556487,43797,15529989
Minnesota,2013,Utah,1166,5414722,2898773,18.7238525132752,47932,3556487,36715,1753371
Minnesota,2013,Vermont,198,5414722,626603,21.7621903919415,47932,3556487,45912,425029
Minnesota,2013,Virginia,1512,5414722,8255861,17.7611369411415,47932,3556487,48838,4898765
Minnesota,2013,Washington,2476,5414722,6966252,26.1429664754732,47932,3556487,48280,3991724
Minnesota,2013,West Virginia,596,5414722,1854768,15.6987943433523,47932,3556487,34929,913619
Minnesota,2013,Wisconsin,17649,5414722,5738012,4.61417922976272,47932,3556487,43176,3539937
Minnesota,2013,Wyoming,213,5414722,582620,13.6513334237631,47932,3556487,52847,400402
Minnesota,2014,Alabama,392,5452665,4843737,15.4570772246487,50243,3603717,37256,2551872
Minnesota,2014,Arizona,2837,5452665,6732873,21.1131987822432,50243,3603717,38232,3448173
Minnesota,2014,Arkansas,570,5452665,2968759,11.5688320837652,50243,3603717,38247,1587414
Minnesota,2014,California,9039,5452665,38586706,26.876140590236,50243,3603717,52376,21997098
Minnesota,2014,Colorado,3451,5452665,5352637,13.411196290175,50243,3603717,50687,3467519
Minnesota,2014,Connecticut,200,5452665,3595697,22.0885849466215,50243,3603717,66469,2266029
Minnesota,2014,Delaware,86,5452665,933131,20.1865403584413,50243,3603717,45962,556517
Minnesota,2014,District of Columbia,70,5452665,663603,18.8142345742122,50243,3603717,71217,860669
Minnesota,2014,Florida,3762,5452665,19853880,21.2498481874374,50243,3603717,43123,10937166
Minnesota,2014,Georgia,2539,5452665,10071204,17.4583238923825,50243,3603717,39786,5670735
Minnesota,2014,Idaho,326,5452665,1632248,20.44134336906,50243,3603717,37879,925519
Minnesota,2014,Illinois,9734,5452665,12885092,8.07465102014033,50243,3603717,49459,7613484
Minnesota,2014,Indiana,2682,5452665,6596019,10.2763784383419,50243,3603717,41083,3740428
Minnesota,2014,Iowa,5975,5452665,3110643,4.31830848161232,50243,3603717,44783,2038926
Minnesota,2014,Kansas,409,5452665,2901861,8.82667501418622,50243,3603717,46858,1895859
Minnesota,2014,Kentucky,308,5452665,4416992,12.5950964997892,50243,3603717,37563,2440072
Minnesota,2014,Louisiana,523,5452665,4645938,15.4279767891262,50243,3603717,42668,2684755
Minnesota,2014,Maine,136,5452665,1331217,25.0962228214953,50243,3603717,41804,810868
Minnesota,2014,Maryland,378,5452665,5960064,18.9842841277016,50243,3603717,54670,3537654
Minnesota,2014,Massachusetts,1127,5452665,6764864,22.8422549530852,50243,3603717,59943,4447626
Minnesota,2014,Michigan,1901,5452665,9932033,10.0928351831589,50243,3603717,41141,5412041
Minnesota,2014,Mississippi,913,5452665,2991892,14.3378159621515,50243,3603717,34530,1556753
Minnesota,2014,Missouri,1842,5452665,6059130,8.15717166960048,50243,3603717,41755,3596751
Minnesota,2014,Montana,965,5452665,1022657,15.3527658030004,50243,3603717,41869,648873
Minnesota,2014,Nebraska,881,5452665,1879955,7.29424968957766,50243,3603717,48937,1282745
Minnesota,2014,Nevada,942,5452665,2818935,23.4049707263338,50243,3603717,41486,1608494
Minnesota,2014,New Hampshire,188,5452665,1334257,22.8832467930324,50243,3603717,52632,844499
Minnesota,2014,New Jersey,749,5452665,8867277,20.5829769798559,50243,3603717,58651,5206784
Minnesota,2014,New Mexico,557,5452665,2090236,16.7545769141692,50243,3603717,37196,1083772
Minnesota,2014,New York,1468,5452665,19653431,19.1039120043177,50243,3603717,56751,11865518
Minnesota,2014,North Carolina,1152,5452665,9937295,18.4108952917746,50243,3603717,40051,5568662
Minnesota,2014,North Dakota,8587,5452665,738736,6.26295412454852,50243,3603717,56212,606989
Minnesota,2014,Ohio,1955,5452665,11606573,12.9997537500849,50243,3603717,42740,6771468
Minnesota,2014,Oklahoma,505,5452665,3879187,11.1996223364771,50243,3603717,45531,2272885
Minnesota,2014,Oregon,1219,5452665,3965447,26.3538916701731,50243,3603717,42469,2323122
Minnesota,2014,Pennsylvania,1665,5452665,12792392,17.3835217861708,50243,3603717,48418,7434313
Minnesota,2014,Rhode Island,270,5452665,1056511,23.1853371339012,50243,3603717,48143,613133
Minnesota,2014,South Carolina,414,5452665,4826858,18.2723151167388,50243,3603717,37599,2564448
Minnesota,2014,South Dakota,4339,5452665,849670,6.21275782341757,50243,3603717,46927,589296
Minnesota,2014,Tennessee,1214,5452665,6544617,13.1585263258796,50243,3603717,40778,3772332
Minnesota,2014,Texas,3654,5452665,26963092,15.6629299611626,50243,3603717,46312,16000512
Minnesota,2014,Utah,818,5452665,2938327,18.7238525132752,50243,3603717,38505,1803953
Minnesota,2014,Vermont,95,5452665,625693,21.7621903919415,50243,3603717,47766,428938
Minnesota,2014,Virginia,1949,5452665,8315430,17.7611369411415,50243,3603717,50734,4953354
Minnesota,2014,Washington,1930,5452665,7057531,26.1429664754732,50243,3603717,51481,4094309
Minnesota,2014,West Virginia,680,5452665,1850569,15.6987943433523,50243,3603717,36131,911516
Minnesota,2014,Wisconsin,20375,5452665,5753199,4.61417922976272,50243,3603717,44930,3585838
Minnesota,2014,Wyoming,42,5452665,583159,13.6513334237631,50243,3603717,56649,406343
Minnesota,2015,Alabama,105,5484002,4854803,15.4570772246487,52336,3662852,38871,2587451
Minnesota,2015,Arizona,3978,5484002,6832810,21.1131987822432,52336,3662852,39699,3547627
Minnesota,2015,Arkansas,405,5484002,2979732,11.5688320837652,52336,3662852,39491,1610805
Minnesota,2015,California,6739,5484002,38904296,26.876140590236,52336,3662852,55853,22687196
Minnesota,2015,Colorado,2709,5484002,5454328,13.411196290175,52336,3662852,52219,3574243
Minnesota,2015,Connecticut,578,5484002,3588561,22.0885849466215,52336,3662852,68340,2288113
Minnesota,2015,Delaware,34,5484002,942065,20.1865403584413,52336,3662852,47976,568952
Minnesota,2015,District of Columbia,282,5484002,677014,18.8142345742122,52336,3662852,75277,873232
Minnesota,2015,Florida,3502,5484002,20219111,21.2498481874374,52336,3662852,45251,11367160
Minnesota,2015,Georgia,1344,5484002,10183353,17.4583238923825,52336,3662852,41784,5832585
Minnesota,2015,Idaho,486,5484002,1652495,20.44134336906,52336,3662852,39748,949506
Minnesota,2015,Illinois,6974,5484002,12859585,8.07465102014033,52336,3662852,51751,7748868
Minnesota,2015,Indiana,965,5484002,6611442,10.2763784383419,52336,3662852,42630,3796419
Minnesota,2015,Iowa,6996,5484002,3122541,4.31830848161232,52336,3662852,46274,2059837
Minnesota,2015,Kansas,1272,5484002,2910717,8.82667501418622,52336,3662852,47315,1910954
Minnesota,2015,Kentucky,608,5484002,4429126,12.5950964997892,52336,3662852,39172,2473915
Minnesota,2015,Louisiana,382,5484002,4666998,15.4279767891262,52336,3662852,42878,2696590
Minnesota,2015,Maine,77,5484002,1329098,25.0962228214953,52336,3662852,43595,816552
Minnesota,2015,Maryland,1270,5484002,5988528,18.9842841277016,52336,3662852,57007,3602936
Minnesota,2015,Massachusetts,1369,5484002,6797484,22.8422549530852,52336,3662852,63588,4631417
Minnesota,2015,Michigan,2742,5484002,9934483,10.0928351831589,52336,3662852,43465,5501549
Minnesota,2015,Mississippi,220,5484002,2990231,14.3378159621515,52336,3662852,35185,1568218
Minnesota,2015,Missouri,1812,5484002,6075411,8.15717166960048,52336,3662852,43127,3655804
Minnesota,2015,Montana,760,5484002,1031495,15.3527658030004,52336,3662852,43583,660524
Minnesota,2015,Nebraska,2073,5484002,1892059,7.29424968957766,52336,3662852,50704,1302833
Minnesota,2015,Nevada,427,5484002,2868531,23.4049707263338,52336,3662852,44290,1664658
Minnesota,2015,New Hampshire,455,5484002,1337480,22.8832467930324,52336,3662852,54487,860657
Minnesota,2015,New Jersey,419,5484002,8870312,20.5829769798559,52336,3662852,61136,5303122
Minnesota,2015,New Mexico,712,5484002,2090071,16.7545769141692,52336,3662852,38306,1092255
Minnesota,2015,New York,3529,5484002,19657321,19.1039120043177,52336,3662852,59235,12099185
Minnesota,2015,North Carolina,2622,5484002,10037218,18.4108952917746,52336,3662852,41816,5695035
Minnesota,2015,North Dakota,7636,5484002,755537,6.26295412454852,52336,3662852,53657,597642
Minnesota,2015,Ohio,2525,5484002,11622315,12.9997537500849,52336,3662852,44386,6862127
Minnesota,2015,Oklahoma,661,5484002,3910518,11.1996223364771,52336,3662852,44181,2287598
Minnesota,2015,Oregon,864,5484002,4018542,26.3538916701731,52336,3662852,45133,2391112
Minnesota,2015,Pennsylvania,662,5484002,12789838,17.3835217861708,52336,3662852,50387,7510351
Minnesota,2015,Rhode Island,144,5484002,1056886,23.1853371339012,52336,3662852,49901,627028
Minnesota,2015,South Carolina,330,5484002,4896006,18.2723151167388,52336,3662852,39413,2636738
Minnesota,2015,South Dakota,5362,5484002,854663,6.21275782341757,52336,3662852,48640,592591
Minnesota,2015,Tennessee,1773,5484002,6595354,13.1585263258796,52336,3662852,42599,3859507
Minnesota,2015,Texas,4814,5484002,27468531,15.6629299611626,52336,3662852,46555,16414591
Minnesota,2015,Utah,1100,5484002,2983626,18.7238525132752,52336,3662852,40874,1865926
Minnesota,2015,Vermont,12,5484002,625810,21.7621903919415,52336,3662852,49348,432508
Minnesota,2015,Virginia,4014,5484002,8367303,17.7611369411415,52336,3662852,52707,5060290
Minnesota,2015,Washington,2404,5484002,7167287,26.1429664754732,52336,3662852,53843,4199112
Minnesota,2015,West Virginia,34,5484002,1843332,15.6987943433523,52336,3662852,37036,904242
Minnesota,2015,Wisconsin,18934,5484002,5762927,4.61417922976272,52336,3662852,46843,3624584
Minnesota,2015,Wyoming,728,5484002,586389,13.6513334237631,52336,3662852,56745,406033
Minnesota,2016,Alabama,115,5525360,4866824,15.4570772246487,53058,3698285,39509,2619796
Minnesota,2016,Arizona,4475,5525360,6944767,21.1131987822432,53058,3698285,40779,3645936
Minnesota,2016,Arkansas,484,5525360,2991815,11.5688320837652,53058,3698285,40360,1629497
Minnesota,2016,California,6232,5525360,39149186,26.876140590236,53058,3698285,58074,23164907
Minnesota,2016,Colorado,4691,5525360,5543844,13.411196290175,53058,3698285,52431,3667987
Minnesota,2016,Connecticut,407,5525360,3579830,22.0885849466215,53058,3698285,69886,2300038
Minnesota,2016,Delaware,65,5525360,949989,20.1865403584413,53058,3698285,48781,578698
Minnesota,2016,District of Columbia,239,5525360,687576,18.8142345742122,53058,3698285,77629,891545
Minnesota,2016,Florida,2999,5525360,20627237,21.2498481874374,53058,3698285,46042,11673482
Minnesota,2016,Georgia,2468,5525360,10308442,17.4583238923825,53058,3698285,42868,5971967
Minnesota,2016,Idaho,407,5525360,1684036,20.44134336906,53058,3698285,40527,976764
Minnesota,2016,Illinois,9753,5525360,12821709,8.07465102014033,53058,3698285,52413,7799138
Minnesota,2016,Indiana,1769,5525360,6637898,10.2763784383419,53058,3698285,43648,3847689
Minnesota,2016,Iowa,5329,5525360,3133210,4.31830848161232,53058,3698285,46520,2066316
Minnesota,2016,Kansas,2295,5525360,2912977,8.82667501418622,53058,3698285,47355,1916428
Minnesota,2016,Kentucky,491,5525360,4440306,12.5950964997892,53058,3698285,39735,2498847
Minnesota,2016,Louisiana,488,5525360,4681346,15.4279767891262,53058,3698285,42499,2690820
Minnesota,2016,Maine,115,5525360,1332348,25.0962228214953,53058,3698285,44797,826669
Minnesota,2016,Maryland,730,5525360,6007014,18.9842841277016,53058,3698285,58974,3655889
Minnesota,2016,Massachusetts,1141,5525360,6827280,22.8422549530852,53058,3698285,65689,4709906
Minnesota,2016,Michigan,2240,5525360,9954117,10.0928351831589,53058,3698285,44621,5575625
Minnesota,2016,Mississippi,137,5525360,2990595,14.3378159621515,53058,3698285,35640,1579873
Minnesota,2016,Missouri,2321,5525360,6091384,8.15717166960048,53058,3698285,44287,3700663
Minnesota,2016,Montana,541,5525360,1042137,15.3527658030004,53058,3698285,43970,667815
Minnesota,2016,Nebraska,1973,5525360,1906483,7.29424968957766,53058,3698285,49593,1310866
Minnesota,2016,Nevada,561,5525360,2919555,23.4049707263338,53058,3698285,45320,1725136
Minnesota,2016,New Hampshire,175,5525360,1343694,22.8832467930324,53058,3698285,56455,873134
Minnesota,2016,New Jersey,417,5525360,8873584,20.5829769798559,53058,3698285,62823,5391330
Minnesota,2016,New Mexico,255,5525360,2092555,16.7545769141692,53058,3698285,39008,1092500
Minnesota,2016,New York,1626,5525360,19636391,19.1039120043177,53058,3698285,61391,12259144
Minnesota,2016,North Carolina,1307,5525360,10161802,18.4108952917746,53058,3698285,42787,5829015
