Destination,Year,Origin,Migration,Population: Destination,Population: Origin,Euclidean Distance,Per cap per inc: Destination,Total Employment: Destination,Per cap per inc: Origin,Total Employment: Origin
Kansas,2019,New Hampshire,92,2912635,1360783,27.3025475031018,53439,1945791,63452,904939
Kansas,2019,New Jersey,509,2912635,8891258,23.7802523559655,53439,1945791,70399,5635957
Kansas,2019,New Mexico,403,2912635,2099634,8.73128711746795,53439,1945791,43268,1130618
Kansas,2019,New York,1497,2912635,19463131,23.3053435992254,53439,1945791,71682,12873579
Kansas,2019,North Carolina,1757,2912635,10501384,19.226648920695,53439,1945791,47706,6188601
Kansas,2019,North Dakota,515,2912635,763724,9.20191085968963,53439,1945791,57108,586904
Kansas,2019,Ohio,309,2912635,11696507,15.694445143884,53439,1945791,50167,7142330
Kansas,2019,Oklahoma,4258,2912635,3960676,3.02941148065994,53439,1945791,47297,2336794
Kansas,2019,Oregon,553,2912635,4216116,22.8354929023916,53439,1945791,53212,2619624
Kansas,2019,Pennsylvania,2189,2912635,12798883,20.7188277948717,53439,1945791,58046,7873779
Kansas,2019,Rhode Island,0,2912635,1058158,26.9828028002372,53439,1945791,56426,656527
Kansas,2019,South Carolina,308,2912635,5157702,18.0731350257857,53439,1945791,45359,2901536
Kansas,2019,South Dakota,39,2912635,887127,6.23244398878372,53439,1945791,53812,617232
Kansas,2019,Tennessee,1316,2912635,6830325,12.3233092597314,53439,1945791,48676,4205777
Kansas,2019,Texas,8374,2912635,28986794,7.06410312120172,53439,1945791,52829,18024338
Kansas,2019,Utah,378,2912635,3203383,13.3244595710704,53439,1945791,48978,2127017
Kansas,2019,Vermont,0,2912635,624046,26.3181733463413,53439,1945791,55288,441120
Kansas,2019,Virginia,1556,2912635,8556642,19.5211232743609,53439,1945791,59509,5407314
Kansas,2019,Washington,2325,2912635,7614024,23.7750948802377,53439,1945791,64766,4647252
Kansas,2019,West Virginia,174,2912635,1795263,17.7671787241806,53439,1945791,42242,895190
Kansas,2019,Wisconsin,610,2912635,5824581,10.3841376006565,53439,1945791,53207,3753460
Kansas,2019,Wyoming,442,2912635,580116,10.2222325379653,53439,1945791,62044,412765
Kentucky,2011,Alabama,925,4370817,4799642,4.98109752055639,34616,2368202,34991,2497933
Kentucky,2011,Arizona,1818,4370817,6473416,26.574288266775,34616,2368202,34968,3239045
Kentucky,2011,Arkansas,1058,4370817,2941038,7.61901511372904,34616,2368202,33856,1561948
Kentucky,2011,California,2130,4370817,37636311,34.3246295580296,34616,2368202,46177,19986021
Kentucky,2011,Colorado,221,4370817,5121900,20.3135074745734,34616,2368202,43568,3204078
Kentucky,2011,Connecticut,176,4370817,3588632,13.2122502111763,34616,2368202,63793,2206269
Kentucky,2011,Delaware,0,4370817,907590,9.89549571084129,34616,2368202,43881,530400
Kentucky,2011,District of Columbia,201,4370817,620290,8.38527553495954,34616,2368202,67366,826761
Kentucky,2011,Florida,7400,4370817,19055607,9.30511751243366,34616,2368202,40126,10036634
Kentucky,2011,Georgia,2725,4370817,9803630,5.21400132669428,34616,2368202,36572,5325616
Kentucky,2011,Idaho,36,4370817,1584272,30.1626216647856,34616,2368202,33506,878541
Kentucky,2011,Illinois,4273,4370817,12867783,4.66197935984684,34616,2368202,44139,7376100
Kentucky,2011,Indiana,11071,4370817,6517250,2.57765703835707,34616,2368202,37646,3590196
Kentucky,2011,Iowa,536,4370817,3066772,9.38732268837867,34616,2368202,40942,1975960
Kentucky,2011,Kansas,253,4370817,2869677,13.1275073931327,34616,2368202,42709,1819044
Kentucky,2011,Louisiana,1399,4370817,4576244,9.31112514003696,34616,2368202,38701,2564944
Kentucky,2011,Maine,71,4370817,1328473,17.8744159976456,34616,2368202,39462,794389
Kentucky,2011,Maryland,2076,4370817,5840241,8.6461844023536,34616,2368202,52426,3394831
Kentucky,2011,Massachusetts,1019,4370817,6614218,14.2719417543772,34616,2368202,55296,4175311
Kentucky,2011,Michigan,3178,4370817,9883053,5.99280964257518,34616,2368202,37506,5165348
Kentucky,2011,Minnesota,475,4370817,5346620,12.5950964997892,34616,2368202,45345,3469201
Kentucky,2011,Mississippi,1248,4370817,2979147,6.47867057441169,34616,2368202,32155,1509941
Kentucky,2011,Missouri,2793,4370817,6011182,7.23868736900331,34616,2368202,38334,3506571
Kentucky,2011,Montana,216,4370817,997518,26.1467794944608,34616,2368202,38172,623175
Kentucky,2011,Nebraska,471,4370817,1840914,15.0638831962239,34616,2368202,45420,1232457
Kentucky,2011,Nevada,1358,4370817,2713114,31.4208302013963,34616,2368202,38546,1501839
Kentucky,2011,New Hampshire,52,4370817,1320444,15.0296671732678,34616,2368202,48915,818789
Kentucky,2011,New Jersey,1289,4370817,8828552,10.9540462233135,34616,2368202,53691,5018505
Kentucky,2011,New Mexico,553,4370817,2080707,21.051107294815,34616,2368202,34998,1064267
Kentucky,2011,New York,2174,4370817,19499921,11.1815853727626,34616,2368202,51494,11294064
Kentucky,2011,North Carolina,3916,4370817,9658913,6.23219406772117,34616,2368202,36759,5292814
Kentucky,2011,North Dakota,117,4370817,685526,18.1347790133794,34616,2368202,47966,529779
Kentucky,2011,Ohio,19617,4370817,11545735,3.72514285236933,34616,2368202,39063,6521658
Kentucky,2011,Oklahoma,1256,4370817,3788824,12.374250637712,34616,2368202,39033,2158874
Kentucky,2011,Oregon,459,4370817,3872672,35.8453433130255,34616,2368202,37812,2201553
Kentucky,2011,Pennsylvania,1490,4370817,12747052,8.20186850423171,34616,2368202,44201,7217098
Kentucky,2011,Rhode Island,640,4370817,1053829,14.3185651993679,34616,2368202,44663,591692
Kentucky,2011,South Carolina,1387,4370817,4672655,5.69073686939726,34616,2368202,34068,2427409
Kentucky,2011,South Dakota,0,4370817,823740,16.4627197859757,34616,2368202,44604,566480
Kentucky,2011,Tennessee,16852,4370817,6400298,1.98781226297854,34616,2368202,37610,3589041
Kentucky,2011,Texas,4661,4370817,25645504,15.3071861029411,34616,2368202,41245,14681432
Kentucky,2011,Utah,140,4370817,2814797,26.45163764255,34616,2368202,34193,1664426
Kentucky,2011,Vermont,151,4370817,627197,14.2220245331049,34616,2368202,43774,416949
Kentucky,2011,Virginia,5154,4370817,8102437,6.40439100403277,34616,2368202,47764,4802678
Kentucky,2011,Washington,1121,4370817,6827479,36.4966132041511,34616,2368202,44670,3814305
Kentucky,2011,West Virginia,1174,4370817,1856606,4.80515562240367,34616,2368202,34121,909035
Kentucky,2011,Wisconsin,581,4370817,5705840,8.53408198982613,34616,2368202,41170,3474418
Kentucky,2011,Wyoming,57,4370817,567491,22.9263684118723,34616,2368202,49968,390303
Kentucky,2012,Alabama,4137,4387865,4816632,4.98109752055639,35741,2389363,35877,2503678
Kentucky,2012,Arizona,1103,4387865,6556344,26.574288266775,35741,2389363,36125,3295537
Kentucky,2012,Arkansas,518,4387865,2952876,7.61901511372904,35741,2389363,36231,1565142
Kentucky,2012,California,3415,4387865,37944551,34.3246295580296,35741,2389363,48819,20666908
Kentucky,2012,Colorado,712,4387865,5193660,20.3135074745734,35741,2389363,45660,3262925
Kentucky,2012,Connecticut,246,4387865,3595211,13.2122502111763,35741,2389363,64902,2223221
Kentucky,2012,Delaware,706,4387865,915518,9.89549571084129,35741,2389363,44061,534261
Kentucky,2012,District of Columbia,254,4387865,635737,8.38527553495954,35741,2389363,68310,834413
Kentucky,2012,Florida,9232,4387865,19302016,9.30511751243366,35741,2389363,41106,10249024
Kentucky,2012,Georgia,4173,4387865,9903580,5.21400132669428,35741,2389363,37246,5384572
Kentucky,2012,Idaho,50,4387865,1595910,30.1626216647856,35741,2389363,35177,883148
Kentucky,2012,Illinois,4445,4387865,12883029,4.66197935984684,35741,2389363,46048,7434661
Kentucky,2012,Indiana,12203,4387865,6538989,2.57765703835707,35741,2389363,39326,3642334
Kentucky,2012,Iowa,238,4387865,3076844,9.38732268837867,35741,2389363,42896,1993430
Kentucky,2012,Kansas,602,4387865,2886024,13.1275073931327,35741,2389363,45108,1841393
Kentucky,2012,Louisiana,666,4387865,4602067,9.31112514003696,35741,2389363,40545,2601174
Kentucky,2012,Maine,46,4387865,1328094,17.8744159976456,35741,2389363,40276,796903
Kentucky,2012,Maryland,1120,4387865,5888375,8.6461844023536,35741,2389363,53534,3438880
Kentucky,2012,Massachusetts,419,4387865,6664269,14.2719417543772,35741,2389363,57322,4253327
Kentucky,2012,Michigan,7302,4387865,9898289,5.99280964257518,35741,2389363,39054,5234473
Kentucky,2012,Minnesota,605,4387865,5377500,12.5950964997892,35741,2389363,47851,3505578
Kentucky,2012,Mississippi,646,4387865,2984599,6.47867057441169,35741,2389363,33300,1519719
Kentucky,2012,Missouri,2381,4387865,6026027,7.23868736900331,35741,2389363,40120,3528129
Kentucky,2012,Montana,0,4387865,1004168,26.1467794944608,35741,2389363,40303,633135
Kentucky,2012,Nebraska,723,4387865,1853691,15.0638831962239,35741,2389363,46552,1251258
Kentucky,2012,Nevada,301,4387865,2744670,31.4208302013963,35741,2389363,39650,1519198
Kentucky,2012,New Hampshire,84,4387865,1324677,15.0296671732678,35741,2389363,50978,824361
Kentucky,2012,New Jersey,496,4387865,8845671,10.9540462233135,35741,2389363,55582,5053839
Kentucky,2012,New Mexico,554,4387865,2087715,21.051107294815,35741,2389363,35723,1067211
Kentucky,2012,New York,5239,4387865,19574362,11.1815853727626,35741,2389363,53982,11432840
Kentucky,2012,North Carolina,3643,4387865,9751810,6.23219406772117,35741,2389363,38959,5356443
Kentucky,2012,North Dakota,122,4387865,702227,18.1347790133794,35741,2389363,55338,567388
Kentucky,2012,Ohio,17041,4387865,11550971,3.72514285236933,35741,2389363,40625,6605931
Kentucky,2012,Oklahoma,577,4387865,3819320,12.374250637712,35741,2389363,41461,2211773
Kentucky,2012,Oregon,298,4387865,3900102,35.8453433130255,35741,2389363,39591,2219899
Kentucky,2012,Pennsylvania,2226,4387865,12769123,8.20186850423171,35741,2389363,46011,7284519
Kentucky,2012,Rhode Island,0,4387865,1054893,14.3185651993679,35741,2389363,46270,592978
Kentucky,2012,South Carolina,1347,4387865,4719027,5.69073686939726,35741,2389363,35558,2453282
Kentucky,2012,South Dakota,0,4387865,833859,16.4627197859757,35741,2389363,45163,574966
Kentucky,2012,Tennessee,10064,4387865,6455752,1.98781226297854,35741,2389363,39285,3635195
Kentucky,2012,Texas,3345,4387865,26084120,15.3071861029411,35741,2389363,43407,15095912
Kentucky,2012,Utah,464,4387865,2854146,26.45163764255,35741,2389363,36130,1706060
Kentucky,2012,Vermont,45,4387865,626361,14.2220245331049,35741,2389363,45334,421809
Kentucky,2012,Virginia,3319,4387865,8187456,6.40439100403277,35741,2389363,49571,4856886
Kentucky,2012,Washington,1988,4387865,6898599,36.4966132041511,35741,2389363,47728,3909210
Kentucky,2012,West Virginia,3346,4387865,1857446,4.80515562240367,35741,2389363,35105,918927
Kentucky,2012,Wisconsin,1395,4387865,5720825,8.53408198982613,35741,2389363,43027,3499405
Kentucky,2012,Wyoming,0,4387865,576656,22.9263684118723,35741,2389363,53491,396704
Kentucky,2013,Alabama,1418,4406906,4831586,4.98109752055639,35902,2407562,36099,2523338
Kentucky,2013,Arizona,1057,4406906,6634690,26.574288266775,35902,2407562,36604,3371219
Kentucky,2013,Arkansas,340,4406906,2960459,7.61901511372904,35902,2407562,36224,1569249
Kentucky,2013,California,2932,4406906,38253768,34.3246295580296,35902,2407562,49312,21319995
Kentucky,2013,Colorado,808,4406906,5270774,20.3135074745734,35902,2407562,47295,3356175
Kentucky,2013,Connecticut,291,4406906,3595792,13.2122502111763,35902,2407562,63539,2246561
Kentucky,2013,Delaware,54,4406906,924062,9.89549571084129,35902,2407562,44315,544797
Kentucky,2013,District of Columbia,203,4406906,651559,8.38527553495954,35902,2407562,67821,848226
Kentucky,2013,Florida,7382,4406906,19551678,9.30511751243366,35902,2407562,40683,10539255
Kentucky,2013,Georgia,5679,4406906,9975592,5.21400132669428,35902,2407562,37541,5496783
Kentucky,2013,Idaho,564,4406906,1612053,30.1626216647856,35902,2407562,36189,902866
Kentucky,2013,Illinois,6306,4406906,12895778,4.66197935984684,35902,2407562,47122,7503158
Kentucky,2013,Indiana,10989,4406906,6570575,2.57765703835707,35902,2407562,39635,3684125
Kentucky,2013,Iowa,1175,4406906,3093935,9.38732268837867,35902,2407562,43460,2019480
Kentucky,2013,Kansas,919,4406906,2894306,13.1275073931327,35902,2407562,45945,1869054
Kentucky,2013,Louisiana,827,4406906,4626040,9.31112514003696,35902,2407562,40898,2641657
Kentucky,2013,Maine,373,4406906,1328543,17.8744159976456,35902,2407562,40154,803641
Kentucky,2013,Maryland,1890,4406906,5925197,8.6461844023536,35902,2407562,53039,3493921
Kentucky,2013,Massachusetts,419,4406906,6715158,14.2719417543772,35902,2407562,57362,4353568
Kentucky,2013,Michigan,4020,4406906,9914802,5.99280964257518,35902,2407562,39355,5323762
Kentucky,2013,Minnesota,1072,4406906,5414722,12.5950964997892,35902,2407562,47932,3556487
Kentucky,2013,Mississippi,1711,4406906,2989839,6.47867057441169,35902,2407562,33840,1532583
Kentucky,2013,Missouri,1921,4406906,6042989,7.23868736900331,35902,2407562,40308,3565922
Kentucky,2013,Montana,0,4406906,1014158,26.1467794944608,35902,2407562,40152,641917
Kentucky,2013,Nebraska,670,4406906,1865813,15.0638831962239,35902,2407562,46582,1266477
Kentucky,2013,Nevada,86,4406906,2776956,31.4208302013963,35902,2407562,39271,1561388
Kentucky,2013,New Hampshire,222,4406906,1327272,15.0296671732678,35902,2407562,50721,835032
Kentucky,2013,New Jersey,140,4406906,8857821,10.9540462233135,35902,2407562,56048,5132846
Kentucky,2013,New Mexico,868,4406906,2092833,21.051107294815,35902,2407562,35090,1075465
Kentucky,2013,New York,2681,4406906,19626488,11.1815853727626,35902,2407562,54496,11619137
Kentucky,2013,North Carolina,2337,4406906,9846717,6.23219406772117,35902,2407562,38188,5437125
Kentucky,2013,North Dakota,0,4406906,723149,18.1347790133794,35902,2407562,53738,587398
Kentucky,2013,Ohio,15754,4406906,11579692,3.72514285236933,35902,2407562,41087,6680769
Kentucky,2013,Oklahoma,597,4406906,3853891,12.374250637712,35902,2407562,43090,2248291
Kentucky,2013,Oregon,119,4406906,3924110,35.8453433130255,35902,2407562,40003,2259714
Kentucky,2013,Pennsylvania,1312,4406906,12779538,8.20186850423171,35902,2407562,46400,7350854
Kentucky,2013,Rhode Island,68,4406906,1055560,14.3185651993679,35902,2407562,46205,602429
Kentucky,2013,South Carolina,685,4406906,4766469,5.69073686939726,35902,2407562,35713,2500792
Kentucky,2013,South Dakota,0,4406906,842751,16.4627197859757,35902,2407562,45219,581384
Kentucky,2013,Tennessee,8355,4406906,6496943,1.98781226297854,35902,2407562,39406,3688630
Kentucky,2013,Texas,5983,4406906,26479646,15.3071861029411,35902,2407562,43797,15529989
Kentucky,2013,Utah,629,4406906,2898773,26.45163764255,35902,2407562,36715,1753371
Kentucky,2013,Vermont,254,4406906,626603,14.2220245331049,35902,2407562,45912,425029
Kentucky,2013,Virginia,3330,4406906,8255861,6.40439100403277,35902,2407562,48838,4898765
Kentucky,2013,Washington,1144,4406906,6966252,36.4966132041511,35902,2407562,48280,3991724
Kentucky,2013,West Virginia,1772,4406906,1854768,4.80515562240367,35902,2407562,34929,913619
Kentucky,2013,Wisconsin,1237,4406906,5738012,8.53408198982613,35902,2407562,43176,3539937
Kentucky,2013,Wyoming,231,4406906,582620,22.9263684118723,35902,2407562,52847,400402
Kentucky,2014,Alabama,1409,4416992,4843737,4.98109752055639,37563,2440072,37256,2551872
Kentucky,2014,Arizona,1443,4416992,6732873,26.574288266775,37563,2440072,38232,3448173
Kentucky,2014,Arkansas,703,4416992,2968759,7.61901511372904,37563,2440072,38247,1587414
Kentucky,2014,California,3709,4416992,38586706,34.3246295580296,37563,2440072,52376,21997098
Kentucky,2014,Colorado,2376,4416992,5352637,20.3135074745734,37563,2440072,50687,3467519
Kentucky,2014,Connecticut,259,4416992,3595697,13.2122502111763,37563,2440072,66469,2266029
Kentucky,2014,Delaware,139,4416992,933131,9.89549571084129,37563,2440072,45962,556517
Kentucky,2014,District of Columbia,348,4416992,663603,8.38527553495954,37563,2440072,71217,860669
Kentucky,2014,Florida,6905,4416992,19853880,9.30511751243366,37563,2440072,43123,10937166
Kentucky,2014,Georgia,4392,4416992,10071204,5.21400132669428,37563,2440072,39786,5670735
Kentucky,2014,Idaho,473,4416992,1632248,30.1626216647856,37563,2440072,37879,925519
Kentucky,2014,Illinois,5478,4416992,12885092,4.66197935984684,37563,2440072,49459,7613484
Kentucky,2014,Indiana,12431,4416992,6596019,2.57765703835707,37563,2440072,41083,3740428
Kentucky,2014,Iowa,1043,4416992,3110643,9.38732268837867,37563,2440072,44783,2038926
Kentucky,2014,Kansas,913,4416992,2901861,13.1275073931327,37563,2440072,46858,1895859
Kentucky,2014,Louisiana,1251,4416992,4645938,9.31112514003696,37563,2440072,42668,2684755
Kentucky,2014,Maine,155,4416992,1331217,17.8744159976456,37563,2440072,41804,810868
Kentucky,2014,Maryland,1168,4416992,5960064,8.6461844023536,37563,2440072,54670,3537654
Kentucky,2014,Massachusetts,390,4416992,6764864,14.2719417543772,37563,2440072,59943,4447626
Kentucky,2014,Michigan,2612,4416992,9932033,5.99280964257518,37563,2440072,41141,5412041
Kentucky,2014,Minnesota,640,4416992,5452665,12.5950964997892,37563,2440072,50243,3603717
Kentucky,2014,Mississippi,571,4416992,2991892,6.47867057441169,37563,2440072,34530,1556753
Kentucky,2014,Missouri,2490,4416992,6059130,7.23868736900331,37563,2440072,41755,3596751
Kentucky,2014,Montana,0,4416992,1022657,26.1467794944608,37563,2440072,41869,648873
Kentucky,2014,Nebraska,525,4416992,1879955,15.0638831962239,37563,2440072,48937,1282745
Kentucky,2014,Nevada,665,4416992,2818935,31.4208302013963,37563,2440072,41486,1608494
Kentucky,2014,New Hampshire,69,4416992,1334257,15.0296671732678,37563,2440072,52632,844499
Kentucky,2014,New Jersey,757,4416992,8867277,10.9540462233135,37563,2440072,58651,5206784
Kentucky,2014,New Mexico,74,4416992,2090236,21.051107294815,37563,2440072,37196,1083772
Kentucky,2014,New York,2414,4416992,19653431,11.1815853727626,37563,2440072,56751,11865518
Kentucky,2014,North Carolina,3965,4416992,9937295,6.23219406772117,37563,2440072,40051,5568662
Kentucky,2014,North Dakota,0,4416992,738736,18.1347790133794,37563,2440072,56212,606989
Kentucky,2014,Ohio,16715,4416992,11606573,3.72514285236933,37563,2440072,42740,6771468
Kentucky,2014,Oklahoma,1012,4416992,3879187,12.374250637712,37563,2440072,45531,2272885
Kentucky,2014,Oregon,375,4416992,3965447,35.8453433130255,37563,2440072,42469,2323122
Kentucky,2014,Pennsylvania,1952,4416992,12792392,8.20186850423171,37563,2440072,48418,7434313
Kentucky,2014,Rhode Island,0,4416992,1056511,14.3185651993679,37563,2440072,48143,613133
Kentucky,2014,South Carolina,335,4416992,4826858,5.69073686939726,37563,2440072,37599,2564448
Kentucky,2014,South Dakota,482,4416992,849670,16.4627197859757,37563,2440072,46927,589296
Kentucky,2014,Tennessee,11393,4416992,6544617,1.98781226297854,37563,2440072,40778,3772332
Kentucky,2014,Texas,5568,4416992,26963092,15.3071861029411,37563,2440072,46312,16000512
Kentucky,2014,Utah,155,4416992,2938327,26.45163764255,37563,2440072,38505,1803953
Kentucky,2014,Vermont,144,4416992,625693,14.2220245331049,37563,2440072,47766,428938
Kentucky,2014,Virginia,1779,4416992,8315430,6.40439100403277,37563,2440072,50734,4953354
Kentucky,2014,Washington,1547,4416992,7057531,36.4966132041511,37563,2440072,51481,4094309
Kentucky,2014,West Virginia,2220,4416992,1850569,4.80515562240367,37563,2440072,36131,911516
Kentucky,2014,Wisconsin,194,4416992,5753199,8.53408198982613,37563,2440072,44930,3585838
Kentucky,2014,Wyoming,291,4416992,583159,22.9263684118723,37563,2440072,56649,406343
Kentucky,2015,Alabama,1463,4429126,4854803,4.98109752055639,39172,2473915,38871,2587451
Kentucky,2015,Arizona,772,4429126,6832810,26.574288266775,39172,2473915,39699,3547627
Kentucky,2015,Arkansas,516,4429126,2979732,7.61901511372904,39172,2473915,39491,1610805
Kentucky,2015,California,4828,4429126,38904296,34.3246295580296,39172,2473915,55853,22687196
Kentucky,2015,Colorado,1510,4429126,5454328,20.3135074745734,39172,2473915,52219,3574243
Kentucky,2015,Connecticut,371,4429126,3588561,13.2122502111763,39172,2473915,68340,2288113
Kentucky,2015,Delaware,391,4429126,942065,9.89549571084129,39172,2473915,47976,568952
Kentucky,2015,District of Columbia,211,4429126,677014,8.38527553495954,39172,2473915,75277,873232
Kentucky,2015,Florida,7031,4429126,20219111,9.30511751243366,39172,2473915,45251,11367160
Kentucky,2015,Georgia,4830,4429126,10183353,5.21400132669428,39172,2473915,41784,5832585
Kentucky,2015,Idaho,0,4429126,1652495,30.1626216647856,39172,2473915,39748,949506
Kentucky,2015,Illinois,4776,4429126,12859585,4.66197935984684,39172,2473915,51751,7748868
Kentucky,2015,Indiana,9982,4429126,6611442,2.57765703835707,39172,2473915,42630,3796419
Kentucky,2015,Iowa,750,4429126,3122541,9.38732268837867,39172,2473915,46274,2059837
Kentucky,2015,Kansas,1976,4429126,2910717,13.1275073931327,39172,2473915,47315,1910954
Kentucky,2015,Louisiana,280,4429126,4666998,9.31112514003696,39172,2473915,42878,2696590
Kentucky,2015,Maine,477,4429126,1329098,17.8744159976456,39172,2473915,43595,816552
Kentucky,2015,Maryland,2040,4429126,5988528,8.6461844023536,39172,2473915,57007,3602936
Kentucky,2015,Massachusetts,1197,4429126,6797484,14.2719417543772,39172,2473915,63588,4631417
Kentucky,2015,Michigan,2617,4429126,9934483,5.99280964257518,39172,2473915,43465,5501549
Kentucky,2015,Minnesota,509,4429126,5484002,12.5950964997892,39172,2473915,52336,3662852
Kentucky,2015,Mississippi,528,4429126,2990231,6.47867057441169,39172,2473915,35185,1568218
Kentucky,2015,Missouri,1731,4429126,6075411,7.23868736900331,39172,2473915,43127,3655804
Kentucky,2015,Montana,0,4429126,1031495,26.1467794944608,39172,2473915,43583,660524
Kentucky,2015,Nebraska,894,4429126,1892059,15.0638831962239,39172,2473915,50704,1302833
Kentucky,2015,Nevada,404,4429126,2868531,31.4208302013963,39172,2473915,44290,1664658
Kentucky,2015,New Hampshire,22,4429126,1337480,15.0296671732678,39172,2473915,54487,860657
Kentucky,2015,New Jersey,273,4429126,8870312,10.9540462233135,39172,2473915,61136,5303122
Kentucky,2015,New Mexico,463,4429126,2090071,21.051107294815,39172,2473915,38306,1092255
Kentucky,2015,New York,3383,4429126,19657321,11.1815853727626,39172,2473915,59235,12099185
Kentucky,2015,North Carolina,3622,4429126,10037218,6.23219406772117,39172,2473915,41816,5695035
Kentucky,2015,North Dakota,49,4429126,755537,18.1347790133794,39172,2473915,53657,597642
Kentucky,2015,Ohio,14779,4429126,11622315,3.72514285236933,39172,2473915,44386,6862127
Kentucky,2015,Oklahoma,786,4429126,3910518,12.374250637712,39172,2473915,44181,2287598
Kentucky,2015,Oregon,1143,4429126,4018542,35.8453433130255,39172,2473915,45133,2391112
Kentucky,2015,Pennsylvania,3135,4429126,12789838,8.20186850423171,39172,2473915,50387,7510351
Kentucky,2015,Rhode Island,0,4429126,1056886,14.3185651993679,39172,2473915,49901,627028
Kentucky,2015,South Carolina,1967,4429126,4896006,5.69073686939726,39172,2473915,39413,2636738
Kentucky,2015,South Dakota,0,4429126,854663,16.4627197859757,39172,2473915,48640,592591
Kentucky,2015,Tennessee,12533,4429126,6595354,1.98781226297854,39172,2473915,42599,3859507
Kentucky,2015,Texas,5595,4429126,27468531,15.3071861029411,39172,2473915,46555,16414591
Kentucky,2015,Utah,327,4429126,2983626,26.45163764255,39172,2473915,40874,1865926
Kentucky,2015,Vermont,0,4429126,625810,14.2220245331049,39172,2473915,49348,432508
Kentucky,2015,Virginia,2015,4429126,8367303,6.40439100403277,39172,2473915,52707,5060290
Kentucky,2015,Washington,1668,4429126,7167287,36.4966132041511,39172,2473915,53843,4199112
Kentucky,2015,West Virginia,3349,4429126,1843332,4.80515562240367,39172,2473915,37036,904242
Kentucky,2015,Wisconsin,590,4429126,5762927,8.53408198982613,39172,2473915,46843,3624584
Kentucky,2015,Wyoming,525,4429126,586389,22.9263684118723,39172,2473915,56745,406033
Kentucky,2016,Alabama,2272,4440306,4866824,4.98109752055639,39735,2498847,39509,2619796
Kentucky,2016,Arizona,1177,4440306,6944767,26.574288266775,39735,2498847,40779,3645936
Kentucky,2016,Arkansas,756,4440306,2991815,7.61901511372904,39735,2498847,40360,1629497
Kentucky,2016,California,6594,4440306,39149186,34.3246295580296,39735,2498847,58074,23164907
Kentucky,2016,Colorado,2721,4440306,5543844,20.3135074745734,39735,2498847,52431,3667987
Kentucky,2016,Connecticut,329,4440306,3579830,13.2122502111763,39735,2498847,69886,2300038
Kentucky,2016,Delaware,0,4440306,949989,9.89549571084129,39735,2498847,48781,578698
Kentucky,2016,District of Columbia,0,4440306,687576,8.38527553495954,39735,2498847,77629,891545
Kentucky,2016,Florida,9255,4440306,20627237,9.30511751243366,39735,2498847,46042,11673482
Kentucky,2016,Georgia,4845,4440306,10308442,5.21400132669428,39735,2498847,42868,5971967
Kentucky,2016,Idaho,0,4440306,1684036,30.1626216647856,39735,2498847,40527,976764
Kentucky,2016,Illinois,6394,4440306,12821709,4.66197935984684,39735,2498847,52413,7799138
Kentucky,2016,Indiana,10990,4440306,6637898,2.57765703835707,39735,2498847,43648,3847689
Kentucky,2016,Iowa,709,4440306,3133210,9.38732268837867,39735,2498847,46520,2066316
Kentucky,2016,Kansas,1503,4440306,2912977,13.1275073931327,39735,2498847,47355,1916428
Kentucky,2016,Louisiana,1358,4440306,4681346,9.31112514003696,39735,2498847,42499,2690820
Kentucky,2016,Maine,411,4440306,1332348,17.8744159976456,39735,2498847,44797,826669
Kentucky,2016,Maryland,1087,4440306,6007014,8.6461844023536,39735,2498847,58974,3655889
Kentucky,2016,Massachusetts,530,4440306,6827280,14.2719417543772,39735,2498847,65689,4709906
Kentucky,2016,Michigan,3005,4440306,9954117,5.99280964257518,39735,2498847,44621,5575625
Kentucky,2016,Minnesota,947,4440306,5525360,12.5950964997892,39735,2498847,53058,3698285
Kentucky,2016,Mississippi,1710,4440306,2990595,6.47867057441169,39735,2498847,35640,1579873
Kentucky,2016,Missouri,2379,4440306,6091384,7.23868736900331,39735,2498847,44287,3700663
Kentucky,2016,Montana,30,4440306,1042137,26.1467794944608,39735,2498847,43970,667815
Kentucky,2016,Nebraska,103,4440306,1906483,15.0638831962239,39735,2498847,49593,1310866
Kentucky,2016,Nevada,695,4440306,2919555,31.4208302013963,39735,2498847,45320,1725136
Kentucky,2016,New Hampshire,679,4440306,1343694,15.0296671732678,39735,2498847,56455,873134
Kentucky,2016,New Jersey,572,4440306,8873584,10.9540462233135,39735,2498847,62823,5391330
Kentucky,2016,New Mexico,101,4440306,2092555,21.051107294815,39735,2498847,39008,1092500
Kentucky,2016,New York,3404,4440306,19636391,11.1815853727626,39735,2498847,61391,12259144
Kentucky,2016,North Carolina,3557,4440306,10161802,6.23219406772117,39735,2498847,42787,5829015
Kentucky,2016,North Dakota,282,4440306,756114,18.1347790133794,39735,2498847,51717,576908
Kentucky,2016,Ohio,13426,4440306,11640060,3.72514285236933,39735,2498847,45204,6931860
Kentucky,2016,Oklahoma,600,4440306,3928143,12.374250637712,39735,2498847,41868,2286701
Kentucky,2016,Oregon,285,4440306,4093271,35.8453433130255,39735,2498847,46548,2450362
Kentucky,2016,Pennsylvania,2084,4440306,12788468,8.20186850423171,39735,2498847,51793,7593966
Kentucky,2016,Rhode Island,0,4440306,1057816,14.3185651993679,39735,2498847,50604,632521
Kentucky,2016,South Carolina,1375,4440306,4963031,5.69073686939726,39735,2498847,40527,2700035
