GeoName,Year,variable,value,pop_i,pop_j,euc_dist,In_Mig,per_cap_per_inc,Tot_emp,Out_Mig,Net_Mig,per_cap_per_inc_j,Tot_emp_j
Alabama,2012,Arkansas,660,4816632,2952876,5.99456062204918,102969,35877,2503678,107505,-4536,36231,1565142
Alabama,2012,California,3077,4816632,37944551,33.0855664512805,102969,35877,2503678,107505,-4536,48819,20666908
Alabama,2012,Colorado,1386,4816632,5193660,19.7223165819368,102969,35877,2503678,107505,-4536,45660,3262925
Alabama,2012,Connecticut,284,4816632,3595211,16.6389979271702,102969,35877,2503678,107505,-4536,64902,2223221
Alabama,2012,Delaware,42,4816632,915518,12.9116523638172,102969,35877,2503678,107505,-4536,44061,534261
Alabama,2012,District of Columbia,162,4816632,635737,11.5610073218641,102969,35877,2503678,107505,-4536,68310,834413
Alabama,2012,Florida,11244,4816632,19302016,5.9891092977696,102969,35877,2503678,107505,-4536,41106,10249024
Alabama,2012,Georgia,19920,4816632,9903580,3.38468634544483,102969,35877,2503678,107505,-4536,37246,5384572
Alabama,2012,Idaho,493,4816632,1595910,30.1514969123515,102969,35877,2503678,107505,-4536,35177,883148
Alabama,2012,Illinois,2722,4816632,12883029,7.65107542935861,102969,35877,2503678,107505,-4536,46048,7434661
Alabama,2012,Indiana,1347,4816632,6538989,7.1391186758849,102969,35877,2503678,107505,-4536,39326,3642334
Alabama,2012,Iowa,345,4816632,3076844,11.4329651547189,102969,35877,2503678,107505,-4536,42896,1993430
Alabama,2012,Kansas,865,4816632,2886024,12.8793229857087,102969,35877,2503678,107505,-4536,45108,1841393
Alabama,2012,Kentucky,2495,4816632,4387865,4.98109752055639,102969,35877,2503678,107505,-4536,35741,2389363
Alabama,2012,Louisiana,3104,4816632,4602067,5.44294212410297,102969,35877,2503678,107505,-4536,40545,2601174
Alabama,2012,Maine,67,4816632,1328094,21.6371863825477,102969,35877,2503678,107505,-4536,40276,796903
Alabama,2012,Maryland,1513,4816632,5888375,11.837388505843,102969,35877,2503678,107505,-4536,53534,3438880
Alabama,2012,Massachusetts,334,4816632,6664269,17.746086068917,102969,35877,2503678,107505,-4536,57322,4253327
Alabama,2012,Michigan,2298,4816632,9898289,10.917835980458,102969,35877,2503678,107505,-4536,39054,5234473
Alabama,2012,Minnesota,752,4816632,5377500,15.4570772246487,102969,35877,2503678,107505,-4536,47851,3505578
Alabama,2012,Mississippi,4952,4816632,2984599,2.83759875603229,102969,35877,2503678,107505,-4536,33300,1519719
Alabama,2012,Missouri,1555,4816632,6026027,7.93854309848409,102969,35877,2503678,107505,-4536,40120,3528129
Alabama,2012,Montana,101,4816632,1004168,26.8976490252795,102969,35877,2503678,107505,-4536,40303,633135
Alabama,2012,Nebraska,151,4816632,1853691,15.648712917564,102969,35877,2503678,107505,-4536,46552,1251258
Alabama,2012,Nevada,1009,4816632,2744670,30.5412530271869,102969,35877,2503678,107505,-4536,39650,1519198
Alabama,2012,New Hampshire,161,4816632,1324677,18.7425779288207,102969,35877,2503678,107505,-4536,50978,824361
Alabama,2012,New Jersey,1702,4816632,8845671,14.237834845523,102969,35877,2503678,107505,-4536,55582,5053839
Alabama,2012,New Mexico,459,4816632,2087715,19.3491553431003,102969,35877,2503678,107505,-4536,35723,1067211
Alabama,2012,New York,2709,4816632,19574362,15.208170555399,102969,35877,2503678,107505,-4536,53982,11432840
Alabama,2012,North Carolina,5133,4816632,9751810,7.94015585266918,102969,35877,2503678,107505,-4536,38959,5356443
Alabama,2012,North Dakota,228,4816632,702227,20.0220007332487,102969,35877,2503678,107505,-4536,55338,567388
Alabama,2012,Ohio,1411,4816632,11550971,8.51861258777688,102969,35877,2503678,107505,-4536,40625,6605931
Alabama,2012,Oklahoma,194,4816632,3819320,11.0393904009315,102969,35877,2503678,107505,-4536,41461,2211773
Alabama,2012,Oregon,200,4816632,3900102,35.5213487719158,102969,35877,2503678,107505,-4536,39591,2219899
Alabama,2012,Pennsylvania,1837,4816632,12769123,12.1184321152575,102969,35877,2503678,107505,-4536,46011,7284519
Alabama,2012,Rhode Island,0,4816632,1054893,17.6499276485593,102969,35877,2503678,107505,-4536,46270,592978
Alabama,2012,South Carolina,2811,4816632,4719027,6.03630154561345,102969,35877,2503678,107505,-4536,35558,2453282
Alabama,2012,South Dakota,518,4816632,833859,17.7552591495404,102969,35877,2503678,107505,-4536,45163,574966
Alabama,2012,Tennessee,10539,4816632,6455752,3.09086542353073,102969,35877,2503678,107505,-4536,39285,3635195
Alabama,2012,Texas,7468,4816632,26084120,12.5925259082707,102969,35877,2503678,107505,-4536,43407,15095912
Alabama,2012,Utah,579,4816632,2854146,25.6946488672117,102969,35877,2503678,107505,-4536,36130,1706060
Alabama,2012,Vermont,0,4816632,626361,18.1109646138954,102969,35877,2503678,107505,-4536,45334,421809
Alabama,2012,Virginia,3170,4816632,8187456,9.24245058021394,102969,35877,2503678,107505,-4536,49571,4856886
Alabama,2012,Washington,1034,4816632,6898599,36.6310897003859,102969,35877,2503678,107505,-4536,47728,3909210
Alabama,2012,West Virginia,128,4816632,1857446,8.53620314180072,102969,35877,2503678,107505,-4536,35105,918927
Alabama,2012,Wisconsin,760,4816632,5720825,12.2642896797812,102969,35877,2503678,107505,-4536,43027,3499405
Alabama,2012,Wyoming,88,4816632,576656,23.1015547725307,102969,35877,2503678,107505,-4536,53491,396704
Alabama,2013,Arizona,1077,4831586,6634690,24.8817408146662,102358,36099,2523338,96054,6304,36604,3371219
Alabama,2013,Arkansas,1108,4831586,2960459,5.99456062204918,102358,36099,2523338,96054,6304,36224,1569249
Alabama,2013,California,4918,4831586,38253768,33.0855664512805,102358,36099,2523338,96054,6304,49312,21319995
Alabama,2013,Colorado,698,4831586,5270774,19.7223165819368,102358,36099,2523338,96054,6304,47295,3356175
Alabama,2013,Connecticut,439,4831586,3595792,16.6389979271702,102358,36099,2523338,96054,6304,63539,2246561
Alabama,2013,Delaware,0,4831586,924062,12.9116523638172,102358,36099,2523338,96054,6304,44315,544797
Alabama,2013,District of Columbia,10,4831586,651559,11.5610073218641,102358,36099,2523338,96054,6304,67821,848226
Alabama,2013,Florida,11518,4831586,19551678,5.9891092977696,102358,36099,2523338,96054,6304,40683,10539255
Alabama,2013,Georgia,17867,4831586,9975592,3.38468634544483,102358,36099,2523338,96054,6304,37541,5496783
Alabama,2013,Idaho,222,4831586,1612053,30.1514969123515,102358,36099,2523338,96054,6304,36189,902866
Alabama,2013,Illinois,3126,4831586,12895778,7.65107542935861,102358,36099,2523338,96054,6304,47122,7503158
Alabama,2013,Indiana,1303,4831586,6570575,7.1391186758849,102358,36099,2523338,96054,6304,39635,3684125
Alabama,2013,Iowa,699,4831586,3093935,11.4329651547189,102358,36099,2523338,96054,6304,43460,2019480
Alabama,2013,Kansas,566,4831586,2894306,12.8793229857087,102358,36099,2523338,96054,6304,45945,1869054
Alabama,2013,Kentucky,2498,4831586,4406906,4.98109752055639,102358,36099,2523338,96054,6304,35902,2407562
Alabama,2013,Louisiana,1429,4831586,4626040,5.44294212410297,102358,36099,2523338,96054,6304,40898,2641657
Alabama,2013,Maine,52,4831586,1328543,21.6371863825477,102358,36099,2523338,96054,6304,40154,803641
Alabama,2013,Maryland,960,4831586,5925197,11.837388505843,102358,36099,2523338,96054,6304,53039,3493921
Alabama,2013,Massachusetts,972,4831586,6715158,17.746086068917,102358,36099,2523338,96054,6304,57362,4353568
Alabama,2013,Michigan,2801,4831586,9914802,10.917835980458,102358,36099,2523338,96054,6304,39355,5323762
Alabama,2013,Minnesota,487,4831586,5414722,15.4570772246487,102358,36099,2523338,96054,6304,47932,3556487
Alabama,2013,Mississippi,7706,4831586,2989839,2.83759875603229,102358,36099,2523338,96054,6304,33840,1532583
Alabama,2013,Missouri,1501,4831586,6042989,7.93854309848409,102358,36099,2523338,96054,6304,40308,3565922
Alabama,2013,Montana,537,4831586,1014158,26.8976490252795,102358,36099,2523338,96054,6304,40152,641917
Alabama,2013,Nebraska,173,4831586,1865813,15.648712917564,102358,36099,2523338,96054,6304,46582,1266477
Alabama,2013,Nevada,569,4831586,2776956,30.5412530271869,102358,36099,2523338,96054,6304,39271,1561388
Alabama,2013,New Hampshire,0,4831586,1327272,18.7425779288207,102358,36099,2523338,96054,6304,50721,835032
Alabama,2013,New Jersey,743,4831586,8857821,14.237834845523,102358,36099,2523338,96054,6304,56048,5132846
Alabama,2013,New Mexico,1838,4831586,2092833,19.3491553431003,102358,36099,2523338,96054,6304,35090,1075465
Alabama,2013,New York,2735,4831586,19626488,15.208170555399,102358,36099,2523338,96054,6304,54496,11619137
Alabama,2013,North Carolina,5663,4831586,9846717,7.94015585266918,102358,36099,2523338,96054,6304,38188,5437125
Alabama,2013,North Dakota,148,4831586,723149,20.0220007332487,102358,36099,2523338,96054,6304,53738,587398
Alabama,2013,Ohio,3678,4831586,11579692,8.51861258777688,102358,36099,2523338,96054,6304,41087,6680769
Alabama,2013,Oklahoma,669,4831586,3853891,11.0393904009315,102358,36099,2523338,96054,6304,43090,2248291
Alabama,2013,Oregon,228,4831586,3924110,35.5213487719158,102358,36099,2523338,96054,6304,40003,2259714
Alabama,2013,Pennsylvania,1488,4831586,12779538,12.1184321152575,102358,36099,2523338,96054,6304,46400,7350854
Alabama,2013,Rhode Island,121,4831586,1055560,17.6499276485593,102358,36099,2523338,96054,6304,46205,602429
Alabama,2013,South Carolina,1795,4831586,4766469,6.03630154561345,102358,36099,2523338,96054,6304,35713,2500792
Alabama,2013,South Dakota,318,4831586,842751,17.7552591495404,102358,36099,2523338,96054,6304,45219,581384
Alabama,2013,Tennessee,8806,4831586,6496943,3.09086542353073,102358,36099,2523338,96054,6304,39406,3688630
Alabama,2013,Texas,4413,4831586,26479646,12.5925259082707,102358,36099,2523338,96054,6304,43797,15529989
Alabama,2013,Utah,1881,4831586,2898773,25.6946488672117,102358,36099,2523338,96054,6304,36715,1753371
Alabama,2013,Vermont,19,4831586,626603,18.1109646138954,102358,36099,2523338,96054,6304,45912,425029
Alabama,2013,Virginia,3303,4831586,8255861,9.24245058021394,102358,36099,2523338,96054,6304,48838,4898765
Alabama,2013,Washington,589,4831586,6966252,36.6310897003859,102358,36099,2523338,96054,6304,48280,3991724
Alabama,2013,West Virginia,109,4831586,1854768,8.53620314180072,102358,36099,2523338,96054,6304,34929,913619
Alabama,2013,Wisconsin,296,4831586,5738012,12.2642896797812,102358,36099,2523338,96054,6304,43176,3539937
Alabama,2013,Wyoming,282,4831586,582620,23.1015547725307,102358,36099,2523338,96054,6304,52847,400402
Alabama,2014,Arizona,837,4843737,6732873,24.8817408146662,105749,37256,2551872,110542,-4793,38232,3448173
Alabama,2014,Arkansas,1450,4843737,2968759,5.99456062204918,105749,37256,2551872,110542,-4793,38247,1587414
Alabama,2014,California,5402,4843737,38586706,33.0855664512805,105749,37256,2551872,110542,-4793,52376,21997098
Alabama,2014,Colorado,2019,4843737,5352637,19.7223165819368,105749,37256,2551872,110542,-4793,50687,3467519
Alabama,2014,Connecticut,497,4843737,3595697,16.6389979271702,105749,37256,2551872,110542,-4793,66469,2266029
Alabama,2014,Delaware,116,4843737,933131,12.9116523638172,105749,37256,2551872,110542,-4793,45962,556517
Alabama,2014,District of Columbia,123,4843737,663603,11.5610073218641,105749,37256,2551872,110542,-4793,71217,860669
Alabama,2014,Florida,14403,4843737,19853880,5.9891092977696,105749,37256,2551872,110542,-4793,43123,10937166
Alabama,2014,Georgia,20220,4843737,10071204,3.38468634544483,105749,37256,2551872,110542,-4793,39786,5670735
Alabama,2014,Idaho,508,4843737,1632248,30.1514969123515,105749,37256,2551872,110542,-4793,37879,925519
Alabama,2014,Illinois,2263,4843737,12885092,7.65107542935861,105749,37256,2551872,110542,-4793,49459,7613484
Alabama,2014,Indiana,2065,4843737,6596019,7.1391186758849,105749,37256,2551872,110542,-4793,41083,3740428
Alabama,2014,Iowa,231,4843737,3110643,11.4329651547189,105749,37256,2551872,110542,-4793,44783,2038926
Alabama,2014,Kansas,496,4843737,2901861,12.8793229857087,105749,37256,2551872,110542,-4793,46858,1895859
Alabama,2014,Kentucky,3718,4843737,4416992,4.98109752055639,105749,37256,2551872,110542,-4793,37563,2440072
Alabama,2014,Louisiana,2353,4843737,4645938,5.44294212410297,105749,37256,2551872,110542,-4793,42668,2684755
Alabama,2014,Maine,0,4843737,1331217,21.6371863825477,105749,37256,2551872,110542,-4793,41804,810868
Alabama,2014,Maryland,1318,4843737,5960064,11.837388505843,105749,37256,2551872,110542,-4793,54670,3537654
Alabama,2014,Massachusetts,601,4843737,6764864,17.746086068917,105749,37256,2551872,110542,-4793,59943,4447626
Alabama,2014,Michigan,2559,4843737,9932033,10.917835980458,105749,37256,2551872,110542,-4793,41141,5412041
Alabama,2014,Minnesota,264,4843737,5452665,15.4570772246487,105749,37256,2551872,110542,-4793,50243,3603717
Alabama,2014,Mississippi,5473,4843737,2991892,2.83759875603229,105749,37256,2551872,110542,-4793,34530,1556753
Alabama,2014,Missouri,2347,4843737,6059130,7.93854309848409,105749,37256,2551872,110542,-4793,41755,3596751
Alabama,2014,Montana,0,4843737,1022657,26.8976490252795,105749,37256,2551872,110542,-4793,41869,648873
Alabama,2014,Nebraska,284,4843737,1879955,15.648712917564,105749,37256,2551872,110542,-4793,48937,1282745
Alabama,2014,Nevada,617,4843737,2818935,30.5412530271869,105749,37256,2551872,110542,-4793,41486,1608494
Alabama,2014,New Hampshire,250,4843737,1334257,18.7425779288207,105749,37256,2551872,110542,-4793,52632,844499
Alabama,2014,New Jersey,635,4843737,8867277,14.237834845523,105749,37256,2551872,110542,-4793,58651,5206784
Alabama,2014,New Mexico,570,4843737,2090236,19.3491553431003,105749,37256,2551872,110542,-4793,37196,1083772
Alabama,2014,New York,2283,4843737,19653431,15.208170555399,105749,37256,2551872,110542,-4793,56751,11865518
Alabama,2014,North Carolina,2418,4843737,9937295,7.94015585266918,105749,37256,2551872,110542,-4793,40051,5568662
Alabama,2014,North Dakota,0,4843737,738736,20.0220007332487,105749,37256,2551872,110542,-4793,56212,606989
Alabama,2014,Ohio,4577,4843737,11606573,8.51861258777688,105749,37256,2551872,110542,-4793,42740,6771468
Alabama,2014,Oklahoma,1218,4843737,3879187,11.0393904009315,105749,37256,2551872,110542,-4793,45531,2272885
Alabama,2014,Oregon,194,4843737,3965447,35.5213487719158,105749,37256,2551872,110542,-4793,42469,2323122
Alabama,2014,Pennsylvania,1444,4843737,12792392,12.1184321152575,105749,37256,2551872,110542,-4793,48418,7434313
Alabama,2014,Rhode Island,0,4843737,1056511,17.6499276485593,105749,37256,2551872,110542,-4793,48143,613133
Alabama,2014,South Carolina,2255,4843737,4826858,6.03630154561345,105749,37256,2551872,110542,-4793,37599,2564448
Alabama,2014,South Dakota,0,4843737,849670,17.7552591495404,105749,37256,2551872,110542,-4793,46927,589296
Alabama,2014,Tennessee,7770,4843737,6544617,3.09086542353073,105749,37256,2551872,110542,-4793,40778,3772332
Alabama,2014,Texas,6422,4843737,26963092,12.5925259082707,105749,37256,2551872,110542,-4793,46312,16000512
Alabama,2014,Utah,599,4843737,2938327,25.6946488672117,105749,37256,2551872,110542,-4793,38505,1803953
Alabama,2014,Vermont,179,4843737,625693,18.1109646138954,105749,37256,2551872,110542,-4793,47766,428938
Alabama,2014,Virginia,1925,4843737,8315430,9.24245058021394,105749,37256,2551872,110542,-4793,50734,4953354
Alabama,2014,Washington,1143,4843737,7057531,36.6310897003859,105749,37256,2551872,110542,-4793,51481,4094309
Alabama,2014,West Virginia,1162,4843737,1850569,8.53620314180072,105749,37256,2551872,110542,-4793,36131,911516
Alabama,2014,Wisconsin,234,4843737,5753199,12.2642896797812,105749,37256,2551872,110542,-4793,44930,3585838
Alabama,2014,Wyoming,307,4843737,583159,23.1015547725307,105749,37256,2551872,110542,-4793,56649,406343
Alabama,2015,Arizona,1865,4854803,6832810,24.8817408146662,113710,38871,2587451,100290,13420,39699,3547627
Alabama,2015,Arkansas,2329,4854803,2979732,5.99456062204918,113710,38871,2587451,100290,13420,39491,1610805
Alabama,2015,California,3397,4854803,38904296,33.0855664512805,113710,38871,2587451,100290,13420,55853,22687196
Alabama,2015,Colorado,1927,4854803,5454328,19.7223165819368,113710,38871,2587451,100290,13420,52219,3574243
Alabama,2015,Connecticut,894,4854803,3588561,16.6389979271702,113710,38871,2587451,100290,13420,68340,2288113
Alabama,2015,Delaware,77,4854803,942065,12.9116523638172,113710,38871,2587451,100290,13420,47976,568952
Alabama,2015,District of Columbia,521,4854803,677014,11.5610073218641,113710,38871,2587451,100290,13420,75277,873232
Alabama,2015,Florida,15755,4854803,20219111,5.9891092977696,113710,38871,2587451,100290,13420,45251,11367160
Alabama,2015,Georgia,27433,4854803,10183353,3.38468634544483,113710,38871,2587451,100290,13420,41784,5832585
Alabama,2015,Idaho,0,4854803,1652495,30.1514969123515,113710,38871,2587451,100290,13420,39748,949506
Alabama,2015,Illinois,2400,4854803,12859585,7.65107542935861,113710,38871,2587451,100290,13420,51751,7748868
Alabama,2015,Indiana,1184,4854803,6611442,7.1391186758849,113710,38871,2587451,100290,13420,42630,3796419
Alabama,2015,Iowa,478,4854803,3122541,11.4329651547189,113710,38871,2587451,100290,13420,46274,2059837
Alabama,2015,Kansas,1277,4854803,2910717,12.8793229857087,113710,38871,2587451,100290,13420,47315,1910954
Alabama,2015,Kentucky,1365,4854803,4429126,4.98109752055639,113710,38871,2587451,100290,13420,39172,2473915
Alabama,2015,Louisiana,1566,4854803,4666998,5.44294212410297,113710,38871,2587451,100290,13420,42878,2696590
Alabama,2015,Maine,97,4854803,1329098,21.6371863825477,113710,38871,2587451,100290,13420,43595,816552
Alabama,2015,Maryland,1435,4854803,5988528,11.837388505843,113710,38871,2587451,100290,13420,57007,3602936
Alabama,2015,Massachusetts,446,4854803,6797484,17.746086068917,113710,38871,2587451,100290,13420,63588,4631417
Alabama,2015,Michigan,2540,4854803,9934483,10.917835980458,113710,38871,2587451,100290,13420,43465,5501549
Alabama,2015,Minnesota,193,4854803,5484002,15.4570772246487,113710,38871,2587451,100290,13420,52336,3662852
Alabama,2015,Mississippi,7442,4854803,2990231,2.83759875603229,113710,38871,2587451,100290,13420,35185,1568218
Alabama,2015,Missouri,1174,4854803,6075411,7.93854309848409,113710,38871,2587451,100290,13420,43127,3655804
Alabama,2015,Montana,120,4854803,1031495,26.8976490252795,113710,38871,2587451,100290,13420,43583,660524
Alabama,2015,Nebraska,339,4854803,1892059,15.648712917564,113710,38871,2587451,100290,13420,50704,1302833
Alabama,2015,Nevada,539,4854803,2868531,30.5412530271869,113710,38871,2587451,100290,13420,44290,1664658
Alabama,2015,New Hampshire,166,4854803,1337480,18.7425779288207,113710,38871,2587451,100290,13420,54487,860657
Alabama,2015,New Jersey,193,4854803,8870312,14.237834845523,113710,38871,2587451,100290,13420,61136,5303122
Alabama,2015,New Mexico,773,4854803,2090071,19.3491553431003,113710,38871,2587451,100290,13420,38306,1092255
Alabama,2015,New York,2061,4854803,19657321,15.208170555399,113710,38871,2587451,100290,13420,59235,12099185
Alabama,2015,North Carolina,3974,4854803,10037218,7.94015585266918,113710,38871,2587451,100290,13420,41816,5695035
Alabama,2015,North Dakota,1162,4854803,755537,20.0220007332487,113710,38871,2587451,100290,13420,53657,597642
Alabama,2015,Ohio,1513,4854803,11622315,8.51861258777688,113710,38871,2587451,100290,13420,44386,6862127
Alabama,2015,Oklahoma,725,4854803,3910518,11.0393904009315,113710,38871,2587451,100290,13420,44181,2287598
Alabama,2015,Oregon,593,4854803,4018542,35.5213487719158,113710,38871,2587451,100290,13420,45133,2391112
Alabama,2015,Pennsylvania,2690,4854803,12789838,12.1184321152575,113710,38871,2587451,100290,13420,50387,7510351
Alabama,2015,Rhode Island,43,4854803,1056886,17.6499276485593,113710,38871,2587451,100290,13420,49901,627028
Alabama,2015,South Carolina,1968,4854803,4896006,6.03630154561345,113710,38871,2587451,100290,13420,39413,2636738
Alabama,2015,South Dakota,103,4854803,854663,17.7552591495404,113710,38871,2587451,100290,13420,48640,592591
Alabama,2015,Tennessee,7206,4854803,6595354,3.09086542353073,113710,38871,2587451,100290,13420,42599,3859507
Alabama,2015,Texas,6469,4854803,27468531,12.5925259082707,113710,38871,2587451,100290,13420,46555,16414591
Alabama,2015,Utah,362,4854803,2983626,25.6946488672117,113710,38871,2587451,100290,13420,40874,1865926
Alabama,2015,Vermont,173,4854803,625810,18.1109646138954,113710,38871,2587451,100290,13420,49348,432508
Alabama,2015,Virginia,4772,4854803,8367303,9.24245058021394,113710,38871,2587451,100290,13420,52707,5060290
Alabama,2015,Washington,871,4854803,7167287,36.6310897003859,113710,38871,2587451,100290,13420,53843,4199112
Alabama,2015,West Virginia,445,4854803,1843332,8.53620314180072,113710,38871,2587451,100290,13420,37036,904242
Alabama,2015,Wisconsin,491,4854803,5762927,12.2642896797812,113710,38871,2587451,100290,13420,46843,3624584
Alabama,2015,Wyoming,164,4854803,586389,23.1015547725307,113710,38871,2587451,100290,13420,56745,406033
Alabama,2016,Arizona,1022,4866824,6944767,24.8817408146662,119949,39509,2619796,98287,21662,40779,3645936
Alabama,2016,Arkansas,495,4866824,2991815,5.99456062204918,119949,39509,2619796,98287,21662,40360,1629497
Alabama,2016,California,6611,4866824,39149186,33.0855664512805,119949,39509,2619796,98287,21662,58074,23164907
Alabama,2016,Colorado,2177,4866824,5543844,19.7223165819368,119949,39509,2619796,98287,21662,52431,3667987
Alabama,2016,Connecticut,566,4866824,3579830,16.6389979271702,119949,39509,2619796,98287,21662,69886,2300038
Alabama,2016,Delaware,0,4866824,949989,12.9116523638172,119949,39509,2619796,98287,21662,48781,578698
Alabama,2016,District of Columbia,97,4866824,687576,11.5610073218641,119949,39509,2619796,98287,21662,77629,891545
Alabama,2016,Florida,16631,4866824,20627237,5.9891092977696,119949,39509,2619796,98287,21662,46042,11673482
Alabama,2016,Georgia,23008,4866824,10308442,3.38468634544483,119949,39509,2619796,98287,21662,42868,5971967
Alabama,2016,Idaho,212,4866824,1684036,30.1514969123515,119949,39509,2619796,98287,21662,40527,976764
Alabama,2016,Illinois,3707,4866824,12821709,7.65107542935861,119949,39509,2619796,98287,21662,52413,7799138
Alabama,2016,Indiana,1445,4866824,6637898,7.1391186758849,119949,39509,2619796,98287,21662,43648,3847689
