GeoName,Year,In_Mig,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,per_cap_per_inc,per_inc,pop,Tot_emp,Out_Mig,Net_Mig,GeoAbb
Maryland,2016,156999,1241,940,349,6348,2210,707,5674,19754,10887,6942,108,1193,468,326,655,701,406,281,0,2559,2149,661,1246,515,65,427,512,61,7411,1416,11622,7845,62,4295,382,522,13462,928,1651,198,2288,5229,387,347,23926,2176,4744,723,0,58974,354260.6,6007014,3655889,185020,-28021,MD
Maryland,2017,161526,644,1689,410,8994,2182,1726,5455,22811,7755,6343,347,2615,1887,383,451,899,394,197,0,2845,1371,731,806,253,78,0,1351,264,6361,1066,13538,9437,325,2818,1094,187,12297,572,1862,0,977,6890,810,386,23315,1839,3926,901,44,60714,365997.5,6028186,3692575,182946,-21420,MD
Maryland,2018,161839,647,2240,785,7924,1168,1890,5811,21093,11989,3676,470,1827,1048,322,573,745,1281,990,0,1753,1635,284,888,1253,223,576,120,1065,6333,1195,8372,6582,291,3098,831,916,12461,138,2515,154,1670,7408,1852,44,26522,1881,5422,1731,147,62642,378491.5,6042153,3751324,181201,-19362,MD
Maryland,2019,140707,1597,1770,274,10092,1960,1885,5429,17718,7766,3720,0,1929,512,130,91,161,1000,213,0,2248,1017,542,396,263,0,80,472,725,8021,875,6018,5453,173,2849,591,399,14376,177,1147,0,640,4954,1186,368,23429,1338,4933,1790,0,64541,390792.5,6054954,3803930,182608,-41901,MD
Massachusetts,2011,138872,1201,1017,167,11556,1388,9445,399,676,11396,3264,412,2991,640,138,969,180,977,4006,2762,0,2629,862,356,1261,596,637,163,12010,8332,199,19431,3964,61,1757,90,178,6538,10182,1621,44,371,5203,548,2246,2984,1673,911,441,0,55296,365742.7,6614218,4175311,145636,-6764,MA
Massachusetts,2012,140579,636,1972,394,12770,980,10525,506,379,12890,2789,188,2886,677,151,565,52,1556,3907,2381,0,1337,966,155,453,49,182,787,13331,8046,521,19467,2514,81,1829,297,1528,8236,6863,2477,194,823,3694,1027,2534,4098,1653,385,584,264,57322,382009.4,6664269,4253327,156593,-16014,MA
Massachusetts,2013,132968,409,2507,287,11587,2176,10718,44,845,10470,3316,335,2747,293,433,373,1299,310,4929,4761,0,1311,739,475,498,0,16,601,12184,5991,459,16555,4112,69,2863,171,712,4759,7964,712,35,800,2884,402,2881,5964,940,222,718,92,57362,385192,6715158,4353568,155311,-22343,MA
Massachusetts,2014,144344,519,1011,234,14490,3008,13287,88,1689,9570,2718,441,3199,1269,681,402,253,531,3944,3344,0,1817,922,119,1058,297,0,384,11177,5381,213,20548,3035,50,1436,784,512,7067,9501,1094,123,1085,5352,624,2765,5948,1314,221,839,0,59943,405505.9,6764864,4447626,153262,-8918,MA
Massachusetts,2015,131955,269,2110,576,9519,2046,8283,709,1213,11835,2383,422,3192,1267,0,236,122,561,3417,3696,0,1086,1433,499,1568,30,300,758,8220,7201,326,23014,2114,96,1377,500,967,7538,7407,1115,0,316,4398,405,3046,3444,1828,286,827,0,63588,432237.4,6797484,4631417,173743,-41788,MA
Massachusetts,2016,148836,681,2511,388,12831,3046,11229,308,1398,11295,2517,96,6227,1282,378,1021,689,890,3360,2836,0,1629,561,50,1259,0,598,355,10579,5980,799,21876,3661,0,2259,1180,699,7188,9776,1720,137,780,3446,524,3226,4166,1463,292,1484,166,65689,448480.5,6827280,4709906,176342,-27506,MA
Massachusetts,2017,145279,212,1030,207,12745,1857,9140,1582,1419,11499,3694,732,2301,1134,332,692,930,948,4099,2696,0,2747,1814,45,2519,148,299,1363,12417,6872,713,22782,3216,143,1791,197,556,5212,8067,2164,56,957,4603,1335,2000,3083,1672,161,1098,0,68405,469500.7,6863560,4778377,172060,-26781,MA
Massachusetts,2018,143544,483,1554,222,13901,1174,14224,887,1557,9455,2988,44,3415,819,79,747,399,633,3188,3439,0,2118,1578,78,1227,216,194,321,11251,8026,78,19960,3170,0,1123,261,1013,6014,10630,1135,52,2139,4116,466,1979,4260,2069,115,703,44,71768,494177.3,6885720,4854274,178191,-34647,MA
Massachusetts,2019,143077,1099,1228,0,11430,2094,11690,13,956,10360,4290,162,4050,1366,390,274,621,1831,6122,3521,0,1260,1344,297,662,392,96,869,11731,5638,41,17143,3812,140,2190,69,1288,6043,7784,2647,41,1933,6088,1286,2167,3768,2353,63,281,154,74161,511333.7,6894883,4936751,177100,-34023,MA
Michigan,2011,135072,3527,3840,2054,7793,3425,1656,0,256,17712,4254,882,9897,7668,1709,1148,2578,955,599,1035,2861,0,2671,715,2509,84,439,1215,73,1849,508,6087,3405,159,11224,917,647,2864,385,2185,571,3106,9935,642,0,2327,1430,417,4018,841,37506,370676.1,9883053,5165348,184431,-49359,MI
Michigan,2012,132538,2341,7168,906,8085,2363,798,114,274,13146,4270,242,10047,10976,993,805,3409,1284,261,2201,1720,0,1127,922,2206,218,113,1354,446,1617,1318,5731,3912,265,11318,705,811,2739,68,1822,66,3259,8638,819,60,3057,2146,353,4768,1277,39054,386568.4,9898289,5234473,174849,-42311,MI
Michigan,2013,138907,2517,3372,2628,10087,2508,1202,75,769,13416,7187,339,13669,12309,1314,1410,1985,795,109,1727,2349,0,1860,396,1578,171,726,1591,339,1608,1549,4727,3157,1085,9599,578,326,4154,574,3231,314,4529,7139,708,268,2106,1057,319,5297,154,39355,390199.7,9914802,5323762,165986,-27079,MI
Michigan,2014,146991,2362,6338,788,9754,1938,1124,112,411,11186,5007,132,14603,10692,1525,1118,3747,1212,261,1425,2248,0,2002,797,2185,289,455,1193,332,1774,579,6226,3778,725,12829,1174,443,3731,359,2444,455,7041,9446,403,35,3049,3049,560,5538,117,41141,408617.5,9932033,5412041,172253,-25262,MI
Michigan,2015,140091,1387,4007,992,10202,1993,764,114,445,11547,3687,725,13252,9300,594,2267,2111,1291,590,1214,3158,0,3209,633,3104,683,395,2044,397,1359,868,4343,3285,879,14593,753,892,5737,271,1427,558,4846,8466,555,189,2836,1951,885,5136,157,43465,431805.5,9934483,5501549,178548,-38457,MI
Michigan,2016,155179,2287,4061,806,8001,2120,912,286,642,14302,6090,2441,13818,10775,613,669,2351,643,444,2091,2604,0,2661,2885,3217,1156,963,1742,384,2295,85,6627,5848,120,16222,984,743,3144,447,2129,80,5154,10484,718,424,1989,1849,435,5058,1380,44621,444166.8,9954117,5575625,155842,-663,MI
Michigan,2017,148251,3669,4948,825,10874,3001,783,72,445,14479,5794,216,13913,9171,1968,1465,3957,1651,343,1472,1770,0,1175,1828,4244,124,620,1631,357,1360,456,7337,3614,882,12303,1027,2248,3398,93,2680,119,3703,7033,1250,330,3539,1572,392,3485,635,45931,458247.1,9976752,5630538,147182,1069,MI
Michigan,2018,137755,537,4028,755,11239,3337,1388,86,256,12601,1477,509,10193,12702,506,1825,2221,1254,410,1174,3536,0,1195,1124,1926,527,1147,1684,622,2313,331,6478,3767,311,13625,396,1265,4263,42,2627,354,4017,7873,599,142,4095,3169,115,3613,101,47762,477009.6,9987286,5713384,151699,-13944,MI
Michigan,2019,130662,1997,3447,464,8672,2459,1569,0,214,9941,5249,205,10177,11026,600,1039,1961,686,1716,984,2271,0,1747,1502,2800,75,948,1348,742,1267,1061,6078,2971,717,12261,780,1110,5074,99,1241,320,4489,8434,428,32,3468,1726,767,4361,139,49238,491631.8,9984795,5772831,151965,-21303,MI
Minnesota,2011,99235,123,2314,951,6638,2662,74,86,367,2820,840,402,8209,786,6175,606,755,573,321,424,970,5164,0,549,1345,1457,1936,2682,21,631,540,2416,845,7574,1961,546,1800,870,0,447,5305,874,3062,919,177,1034,1413,92,19255,224,45345,242440.3,5346620,3469201,101727,-2492,MN
Minnesota,2012,99242,1299,3065,375,8086,3565,696,0,310,2372,2235,575,5896,2026,7220,924,57,791,187,1841,814,2212,0,202,1709,1257,992,932,0,1038,322,1849,1745,6672,2635,1212,781,1106,299,1705,3442,1738,4001,429,77,1037,1685,0,17618,213,47851,257319.7,5377500,3505578,115562,-16320,MN
Minnesota,2013,102474,493,3389,952,5557,2467,425,203,187,2734,2958,387,7601,796,8059,861,166,392,109,993,707,1678,0,191,1355,693,1092,1141,0,951,811,2979,1711,10312,2164,642,1687,1148,156,786,2757,631,6343,1166,198,1512,2476,596,17649,213,47932,259538.9,5414722,3556487,118199,-15725,MN
Minnesota,2014,105813,392,2837,570,9039,3451,200,86,70,3762,2539,326,9734,2682,5975,409,308,523,136,378,1127,1901,0,913,1842,965,881,942,188,749,557,1468,1152,8587,1955,505,1219,1665,270,414,4339,1214,3654,818,95,1949,1930,680,20375,42,50243,273960.6,5452665,3603717,120853,-15040,MN
Minnesota,2015,107843,105,3978,405,6739,2709,578,34,282,3502,1344,486,6974,965,6996,1272,608,382,77,1270,1369,2742,0,220,1812,760,2073,427,455,419,712,3529,2622,7636,2525,661,864,662,144,330,5362,1773,4814,1100,12,4014,2404,34,18934,728,52336,287012.3,5484002,3662852,125565,-17722,MN
Minnesota,2016,110580,115,4475,484,6232,4691,407,65,239,2999,2468,407,9753,1769,5329,2295,491,488,115,730,1141,2240,0,137,2321,541,1973,561,175,417,255,1626,1307,10745,2570,1542,1060,1180,0,403,5127,1393,4849,1828,40,1071,2666,331,18683,846,53058,293162.5,5525360,3698285,120883,-10303,MN
Minnesota,2017,114536,491,2587,634,5518,4221,932,131,516,3512,2247,209,7297,2505,5870,669,360,378,164,934,1280,4664,0,573,1745,422,2225,997,74,1144,754,3274,1737,10579,2704,301,875,1249,123,521,6244,2212,5529,392,46,1552,3333,44,20555,213,54930,305921.2,5569283,3735455,123956,-9420,MN
Minnesota,2018,99666,976,2176,621,4915,2605,342,0,141,5720,727,544,8454,1388,4626,936,443,382,249,1330,819,2043,0,415,2483,812,1830,848,110,231,406,3536,1934,9793,1134,1111,974,1282,202,151,3896,1220,4757,626,85,810,5889,0,15270,424,57346,321638.5,5608762,3776390,111279,-11613,MN
Minnesota,2019,105650,433,1748,296,6232,3647,386,6,209,4070,1862,850,8348,2085,5739,607,445,192,207,826,2442,3106,0,495,1568,1379,1365,1081,0,602,506,2549,1175,8360,2935,204,1119,1349,0,275,3941,1262,5916,314,0,1743,5166,0,18403,207,58830,331801.9,5640053,3819497,113341,-7691,MN
Mississippi,2011,68025,8922,556,2315,4723,484,54,0,415,6152,3136,55,2068,611,650,66,1626,7139,0,265,1445,1610,614,0,1581,0,118,84,65,269,1075,364,483,0,991,566,74,2568,41,398,6,7683,5243,332,0,1453,286,303,1136,0,32155,95795.2,2979147,1509941,67672,353,MS
Mississippi,2012,73316,5141,710,2680,4371,799,106,0,97,4676,2669,586,2703,1200,160,400,446,8588,163,379,67,1768,568,0,2634,166,138,526,60,2127,86,1492,1709,98,896,562,465,613,185,596,79,11643,7230,454,0,1929,433,0,611,307,33300,99386.4,2984599,1519719,66847,6469,MS
Mississippi,2013,68009,7077,1129,1700,3074,448,190,156,0,2551,3732,469,3739,604,51,218,520,8391,134,348,308,2083,217,0,839,105,304,429,40,139,285,302,1008,0,1466,1182,178,922,32,1841,60,11928,8157,28,0,1116,98,126,285,0,33840,101176.8,2989839,1532583,72189,-4180,MS
Mississippi,2014,73317,6816,713,1462,6158,656,118,0,56,7000,4594,0,3500,1225,247,299,722,7162,0,139,536,2849,68,0,1073,457,680,126,157,59,751,1086,1198,0,1093,376,148,946,0,2005,0,10017,5546,657,0,818,851,447,506,0,34530,103310.8,2991892,1556753,71750,1567,MS
Mississippi,2015,68642,6827,337,1497,3566,522,0,0,0,6113,3111,262,1371,757,328,162,1002,8678,0,681,906,957,10,0,702,248,18,732,0,1604,106,271,1088,0,1109,1190,97,360,0,731,0,9494,8842,70,0,1794,1589,725,754,31,35185,105212.7,2990231,1568218,81194,-12552,MS
Mississippi,2016,64250,5125,544,3244,4317,441,101,0,182,4046,2150,908,3383,814,163,203,1623,5777,0,519,58,1298,81,0,1034,29,721,465,82,199,155,570,2485,24,1204,765,617,737,12,1129,0,10017,4046,48,0,1230,1989,260,1455,0,35640,106585.1,2990595,1579873,77369,-13119,MS
Mississippi,2017,72480,5936,553,2251,4709,1000,145,68,0,4481,7946,0,2611,1958,271,292,814,8103,229,948,183,422,331,0,2900,420,996,605,30,1042,27,769,729,18,352,70,0,682,0,951,0,11636,5056,0,0,286,888,1158,402,212,36510,109189.5,2990674,1589961,77700,-5220,MS
Mississippi,2018,67320,8401,674,696,2066,284,0,0,99,3369,3358,0,3245,2858,70,583,251,12049,52,391,346,675,28,0,1991,432,59,1023,0,154,0,1319,357,71,799,413,55,1071,0,658,0,10004,5853,468,0,695,128,285,1243,747,37828,112837.6,2982879,1601728,76018,-8698,MS
Mississippi,2019,61382,3512,495,2625,3024,421,0,0,28,4712,2271,135,3133,234,246,220,463,9257,0,975,252,309,0,0,528,133,290,298,37,183,0,2124,1383,291,2153,292,565,917,0,1016,0,9192,4689,406,10,2244,526,647,1146,0,38887,115814.2,2978227,1617430,60008,1374,MS
Missouri,2011,146525,1395,2356,6168,8386,3144,1516,0,215,4513,2964,560,20161,4404,4811,20884,1993,1728,291,716,463,2830,2026,1641,0,845,4860,1544,769,1114,1016,2904,3669,977,3240,6073,777,1810,359,267,361,2676,10293,1697,88,2684,2518,196,1503,1120,38334,230429.7,6011182,3506571,137175,9350,MO
Missouri,2012,158630,1333,2297,9434,10717,3798,410,234,144,8374,3451,596,22001,4184,5956,20218,2291,1178,996,1246,810,2964,2798,1110,0,511,1999,836,35,960,451,2834,3988,636,3557,5298,1186,1535,361,2856,527,3122,9278,3287,318,2609,2312,148,2636,810,40120,241762.7,6026027,3528129,140991,17639,MO
Missouri,2013,158860,1004,3763,8024,6832,4218,723,0,833,5924,3322,768,24343,3641,4160,22434,3126,2047,517,2321,1364,1967,2504,759,0,764,3529,1377,300,1572,1726,2968,5303,288,2777,7092,970,3297,288,1759,742,2465,9905,217,0,1326,2443,756,2343,59,40308,243582.2,6042989,3565922,136704,22156,MO
Missouri,2014,152104,2807,3741,8043,6925,2959,225,0,378,5044,3133,1092,24210,4004,3502,18850,881,2100,375,2050,1140,2985,1394,841,0,658,3258,942,55,1160,1398,3116,2746,890,2639,6677,3351,2162,486,1617,663,3214,11322,1151,0,3540,1877,288,1506,709,41755,252999.6,6059130,3596751,152154,-50,MO
Missouri,2015,156875,1449,3305,7887,9646,4791,268,254,405,7190,2055,915,23915,3563,6004,20834,1724,690,275,918,1719,1647,2813,1930,0,99,3820,1600,137,1291,685,3176,4526,392,4660,4893,2044,1901,200,1360,858,2940,9634,955,0,1867,2611,498,1932,599,43127,262012.6,6075411,3655804,153991,2884,MO
Missouri,2016,161013,2283,2958,8523,7037,4960,445,651,266,5881,3902,535,25906,2622,5799,19812,2895,2873,221,1244,688,4371,1893,2988,0,0,2764,1194,142,630,1045,2519,1802,815,3333,4221,1734,3053,117,2490,838,4026,11488,1272,61,2918,2916,514,1828,540,44287,269771.2,6091384,3700663,158692,2321,MO
Missouri,2017,162160,2518,2820,6560,10918,4275,425,63,170,6630,2818,774,22767,2088,5678,22093,1587,1915,0,1871,2025,2518,1672,1543,0,330,3326,2203,312,1686,987,1528,2806,503,4309,6239,1382,2590,108,1140,537,2320,14820,760,228,2795,3120,90,3784,529,45307,276887.6,6111382,3735898,152441,9719,MO
Missouri,2018,151122,2378,2009,8166,8156,8782,361,235,461,7112,1919,276,20041,3462,4904,21037,2042,2063,182,682,497,2369,2160,2814,0,499,2071,1481,0,1628,605,3210,2432,190,2286,4602,546,1605,40,2259,522,3153,10799,2886,236,3228,2521,59,1546,610,47076,288385,6125986,3776360,172882,-21760,MO
Missouri,2019,150543,2246,3184,4768,7970,4032,997,160,74,6848,5492,1066,17366,5811,5774,20685,2042,1488,644,1210,464,1328,1321,2091,0,589,3190,877,277,1515,482,2247,5552,873,1691,4644,761,1320,246,987,494,4106,11507,1567,1094,2682,2903,829,3004,45,48631,298619.8,6140475,3821914,134143,16400,MO
Montana,2011,32403,449,1971,49,3033,2856,58,365,0,291,231,1543,765,646,417,845,0,0,71,57,10,353,969,0,158,0,384,688,0,889,264,422,1173,360,321,96,1959,840,0,77,227,266,1329,1232,53,278,3835,14,146,2413,38172,38077.7,997518,623175,30871,1532,MT
Montana,2012,36408,31,1548,63,5428,2135,0,0,0,1875,292,3385,542,163,415,224,367,0,225,33,97,822,481,32,447,0,108,968,115,156,259,482,1082,977,402,1018,2950,457,0,230,191,45,1393,260,87,156,4783,0,750,934,40303,40471,1004168,633135,33330,3078,MT
Montana,2013,37931,21,914,71,4228,2054,0,0,12,321,327,2804,890,121,0,305,181,477,20,154,188,397,931,25,345,0,212,771,386,131,564,421,1217,2494,331,486,2795,789,0,147,370,31,2082,1797,318,501,5390,50,875,987,40152,40720.8,1014158,641917,31395,6536,MT
Montana,2014,36506,134,1873,288,5468,1899,24,0,0,1158,68,1788,673,685,272,840,124,249,11,156,926,842,739,398,114,0,406,709,0,0,352,84,110,1090,231,0,1953,527,0,0,444,15,2169,1972,178,511,5354,0,120,1552,41869,42817.5,1022657,648873,34892,1614,MT
Montana,2015,42004,0,1187,320,4339,3268,0,0,0,955,568,5182,1012,1564,606,301,102,0,201,153,39,791,633,61,1452,0,168,1151,283,133,21,139,1358,1801,294,105,408,143,51,71,308,179,3235,1807,15,331,4959,50,251,2009,43583,44956.1,1031495,660524,32061,9943,MT
Montana,2016,37149,296,1416,340,5173,2521,69,0,0,714,390,1744,1171,284,114,240,43,285,11,750,77,234,2089,359,158,0,115,979,21,0,694,142,350,1378,174,919,1636,428,0,288,160,138,2177,1343,114,0,5132,110,939,1434,43970,45822.5,1042137,667815,30365,6784,MT
Montana,2017,34735,301,386,899,5447,2241,0,0,47,1202,112,1198,839,317,257,267,68,226,150,188,31,750,948,236,90,0,103,581,76,91,227,995,314,1698,260,228,1242,382,20,0,509,87,1569,879,31,683,3879,112,497,4072,46138,48623.3,1053862,674336,27856,6879,MT
Montana,2018,42164,540,1787,19,4991,2921,323,0,0,1263,892,2157,549,391,142,1031,26,106,54,0,413,142,2505,0,187,0,93,251,257,90,1118,183,372,1978,733,239,3284,271,0,675,375,240,2198,891,56,248,5450,0,774,1949,48141,51117.4,1061818,683974,34593,7571,MT
Montana,2019,39706,400,1271,68,5298,3831,346,0,0,1715,149,2197,1045,84,350,137,49,954,72,21,374,346,996,30,487,0,424,1928,63,0,117,1239,718,792,500,455,1977,651,0,0,188,0,780,1900,134,768,4907,176,107,1662,49684,53168,1070123,695247,38504,1202,MT
Nebraska,2011,51074,169,1646,161,5124,3245,381,0,29,1105,434,506,1415,615,9575,3040,352,222,122,318,0,683,1455,424,1848,64,0,240,0,119,242,544,829,292,268,1255,1556,252,0,243,2999,226,5343,734,0,615,835,24,560,965,45420,83613.6,1840914,1232457,52713,-1639,NE
Nebraska,2012,42475,245,2406,363,3438,2023,0,0,0,1368,786,315,1193,290,6815,3103,131,411,68,129,195,258,1489,176,2223,108,0,233,0,524,158,318,874,497,563,587,106,702,0,456,2507,232,3130,229,79,1076,1327,111,316,917,46552,86293.7,1853691,1251258,47546,-5071,NE
Nebraska,2013,45058,294,1585,348,4136,4670,164,13,49,1223,985,288,1381,151,7552,2677,557,277,0,589,269,915,772,71,2070,482,0,448,67,211,461,372,357,378,454,1089,152,175,0,405,2839,59,3003,1083,0,605,498,36,352,496,46582,86913.9,1865813,1266477,47728,-2670,NE
Nebraska,2014,51562,510,1149,166,2391,3727,0,0,0,2684,1317,415,2717,559,7598,3351,329,405,200,519,857,319,2135,0,1493,567,0,801,0,106,591,932,363,396,543,560,232,1066,237,418,2704,401,3377,1656,0,1536,533,0,537,1165,48937,91999,1879955,1282745,42778,8784,NE
Nebraska,2015,52718,32,1489,741,3317,3571,300,34,13,1805,556,299,4450,539,6081,3294,508,516,586,259,40,753,2156,218,2276,307,0,393,0,45,1542,834,818,575,343,1139,299,692,0,159,2117,478,4460,801,8,1003,785,0,1341,746,50704,95935.5,1892059,1302833,52786,-68,NE
Nebraska,2016,50744,227,1264,568,3661,5557,1269,46,70,2364,861,442,2415,381,5863,3393,182,126,22,669,143,660,1656,455,2193,164,0,589,255,852,386,585,466,676,297,751,314,483,988,502,1617,270,2702,1064,0,935,812,45,223,1281,49593,94547.5,1906483,1310866,47266,3478,NE
Nebraska,2017,52164,420,1456,267,3707,4520,0,11,10,2064,592,675,1615,171,8825,2337,492,265,0,466,176,903,2713,0,1929,207,0,1133,67,58,186,658,359,541,689,951,850,364,0,355,2537,684,4876,1467,13,774,351,164,694,572,50617,97032.4,1916998,1317550,47342,4822,NE
Nebraska,2018,54125,268,1351,236,4148,4835,348,0,100,1111,982,19,1696,669,6072,4355,607,199,7,579,512,665,2242,353,2835,108,0,567,0,255,455,770,1362,393,771,795,818,285,70,72,2753,920,6429,448,0,674,654,41,336,960,52893,101845.6,1925512,1329836,53568,557,NE
Nebraska,2019,45499,812,1968,273,2035,2816,261,9,0,1474,358,386,1158,448,6952,4054,182,59,47,1092,218,510,1615,238,1679,302,0,35,0,110,792,472,828,968,233,1582,78,157,62,87,2070,351,4199,1111,0,1180,365,148,725,1000,54567,105454.2,1932571,1342465,52224,-6725,NE
Nevada,2011,105655,280,10142,310,40114,2714,189,184,983,2923,1731,3929,1668,855,114,602,628,78,49,931,256,1663,1055,203,335,1137,32,0,0,2118,2136,1516,1333,0,1354,258,1691,570,86,165,588,96,7249,3365,0,1740,4680,0,2672,933,38546,104579.4,2713114,1501839,113863,-8208,NV
Nevada,2012,120071,761,8748,353,49978,6402,143,373,468,3381,745,1503,2822,362,714,1202,952,421,209,934,318,1235,1157,783,694,1086,714,0,175,912,1138,3521,767,702,1407,1520,3101,1601,336,480,0,1699,5484,4605,121,1135,2997,100,1046,766,39650,108825.1,2744670,1519198,97319,22752,NV
Nevada,2013,119701,491,3921,1636,47897,2484,763,77,86,5800,570,5194,3322,667,439,282,1547,0,136,1599,1012,1085,406,336,696,1098,1112,0,360,502,2340,3343,761,236,1722,446,1776,1833,0,1095,710,976,5212,6727,0,1881,4469,66,1703,887,39271,109055.1,2776956,1561388,99014,20687,NV
Nevada,2014,125287,475,8488,86,48954,3309,313,234,615,4116,2084,1371,3699,533,1404,1106,649,309,11,871,536,1323,1522,643,1011,981,506,0,213,1206,2987,2175,1079,32,1680,1402,4032,2745,41,304,176,1945,5291,5977,162,1332,5753,493,754,359,41486,116945.3,2818935,1608494,101768,23519,NV
Nevada,2015,131235,1830,5598,50,54765,2058,1681,0,94,6001,868,2514,3552,2149,651,855,707,318,66,816,792,2597,2966,152,778,1481,801,0,64,522,1388,3317,1873,309,1205,264,2575,2102,325,1374,126,123,5271,5845,0,1932,6513,280,1144,543,44290,127046.8,2868531,1664658,96087,35148,NV
Nevada,2016,111270,394,5741,534,45482,3293,499,97,0,4997,2474,1013,2963,835,737,727,1268,714,493,258,391,2272,1320,138,1151,664,492,0,221,2467,1406,4742,1268,333,1074,221,906,1016,218,1310,777,1189,3343,3260,37,1307,4639,14,889,1686,45320,132315,2919555,1725136,86538,24732,NV
Nevada,2017,127819,191,5508,551,47513,8518,693,517,249,5825,1241,3256,2737,862,340,245,539,444,82,1364,838,2023,1687,801,2488,429,1151,0,90,764,1874,2280,4154,153,2342,368,3501,1758,85,1561,908,1022,5346,4410,237,1147,5203,0,381,143,47615,141515.9,2972097,1779792,96068,31751,NV
Nevada,2018,121945,397,6999,49,50707,3724,198,98,43,4018,1511,875,2938,850,508,412,846,657,0,474,1992,1157,1070,459,1130,515,671,0,165,2179,2121,2770,903,0,1913,1304,3113,1559,88,615,3,837,5129,7133,26,1616,6231,0,1151,791,49944,151367.8,3030725,1847969,87276,34669,NV
Nevada,2019,126488,239,8636,356,47322,3206,694,0,259,5429,1432,1660,4239,594,1706,559,211,1276,0,2540,407,1229,782,1861,995,1206,90,0,460,960,4823,2711,798,678,1658,968,3392,1582,0,767,417,1372,5240,6593,0,1959,3906,74,1156,46,50985,157583.7,3090771,1902080,101730,24758,NV
New Hampshire,2011,37000,193,246,22,547,403,1617,20,68,1970,535,0,478,470,47,0,0,0,3080,222,15526,155,104,160,153,230,33,186,0,294,186,1471,1297,47,248,0,198,1015,608,588,86,126,605,158,2138,880,428,0,0,162,48915,64589.7,1320444,818789,42650,-5650,NH
New Hampshire,2012,50004,0,440,0,1514,572,1345,0,101,2746,470,20,673,297,53,102,284,7,6118,33,18990,426,0,0,289,0,110,0,0,591,223,2905,1609,0,324,186,208,890,1248,323,0,77,2150,557,2960,660,113,80,239,71,50978,67528.8,1324677,824361,38493,11511,NH
New Hampshire,2013,44246,123,360,1084,1642,346,1718,0,91,1396,513,0,753,320,44,637,109,882,3078,1355,17285,212,36,0,8,285,74,148,0,803,27,1877,666,0,413,51,245,489,1468,140,0,321,902,27,2417,501,513,550,337,0,50721,67320.4,1327272,835032,45972,-1726,NH
New Hampshire,2014,41263,44,146,63,1658,260,3151,0,82,2303,177,0,819,0,0,165,309,164,4155,357,14692,157,0,588,0,0,0,434,0,1035,0,2479,343,523,328,148,247,1531,767,78,0,119,83,480,2200,846,148,0,184,0,52632,70225.1,1334257,844499,41250,13,NH
New Hampshire,2015,53392,125,669,0,2609,941,2744,173,291,3039,227,0,563,1052,109,0,361,394,4956,307,19187,636,431,241,248,0,84,128,0,581,245,3364,670,0,565,0,351,1259,931,0,0,0,1407,0,3233,1039,0,28,204,0,54487,72874.8,1337480,860657,41467,11925,NH
New Hampshire,2016,51357,174,678,0,953,1008,2435,0,83,2128,1174,125,144,197,237,317,0,29,3353,647,21063,409,247,368,364,32,90,398,0,396,0,3869,1113,0,416,67,0,1799,932,0,0,95,1527,613,2789,696,11,297,84,0,56455,75858.2,1343694,873134,45596,5761,NH
New Hampshire,2017,52435,109,190,185,2418,512,2946,0,102,2486,725,0,968,311,67,0,45,47,3950,834,21734,109,43,0,205,0,0,1083,0,615,0,4123,1113,0,34,259,136,1867,582,439,224,167,1200,30,1874,460,146,0,97,0,58689,79253.4,1350395,882286,41740,10695,NH
New Hampshire,2018,48171,158,704,569,1263,385,1298,238,95,3806,533,0,0,327,14,41,270,0,4016,423,20416,1002,52,0,359,0,0,453,0,534,102,1276,1714,60,258,79,230,1585,864,1027,0,246,786,31,1725,836,198,0,198,0,61399,83199.1,1355064,892389,43633,4538,NH
New Hampshire,2019,49743,379,970,154,1110,372,1701,106,661,1182,216,126,390,524,56,0,376,391,4524,927,18723,581,92,0,0,278,57,160,0,1012,97,3556,269,0,986,0,317,1306,1022,413,126,801,892,272,2370,890,582,155,621,0,63452,86344.9,1360783,904939,42114,7629,NH
New Jersey,2011,138732,189,3784,57,5986,2203,1924,2100,781,12907,4268,256,3690,718,332,317,102,871,624,5335,4675,1889,1261,510,583,49,312,899,499,0,355,40815,2482,61,1121,773,360,19733,463,1586,0,1412,3801,256,0,4458,2454,1252,214,15,53691,474015.5,8828552,5018505,215677,-76945,NJ
New Jersey,2012,129842,779,1328,57,4330,380,3466,1921,840,10649,3002,113,2052,1039,357,426,631,339,430,3474,4907,324,570,106,384,67,35,908,126,0,45,40495,3236,55,1452,1540,760,23597,429,2372,581,1400,2509,425,35,5024,1847,297,680,23,55582,491662,8845671,5053839,218676,-88834,NJ
